Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=PUMA	Option=No	Option=Not Available	Option=Yes	source_count	source_weight	sampling_probability
200-300%	Multi-Family with 2 - 4 Units	MN, 01410	0.906336	0	0.0936639	10	363	1.92397e-06
200-300%	Multi-Family with 5+ Units	MN, 01410	0.97964	0	0.0203605	81	2996	2.65143e-05
200-300%	Single-Family Attached	MN, 01410	1	0	0	12	481	3.62068e-06
200-300%	Single-Family Detached	MN, 01410	0.983209	0	0.016791	142	3752	2.76118e-05
300-400%	Mobile Home	MN, 01410	0.978884	0	0.0211165	715	0	2.59178e-07
300-400%	Multi-Family with 2 - 4 Units	MN, 01410	0.984775	0	0.0152249	433	229	1.62137e-06
300-400%	Multi-Family with 5+ Units	MN, 01410	0.987448	0	0.0125523	73	2868	2.07453e-05
300-400%	Single-Family Attached	MN, 01410	1	0	0	16	703	4.05207e-06
300-400%	Single-Family Detached	MN, 01410	1	0	0	135	3679	3.32101e-05
400%+	Mobile Home	MN, 01410	0.977825	0	0.0221747	933	0	3.27239e-07
400%+	Multi-Family with 2 - 4 Units	MN, 01410	1	0	0	10	497	3.38659e-06
400%+	Multi-Family with 5+ Units	MN, 01410	1	0	0	164	5778	4.15106e-05
400%+	Single-Family Attached	MN, 01410	1	0	0	43	1609	1.36838e-05
400%+	Single-Family Detached	MN, 01410	0.997399	0	0.00260071	688	18841	0.000136143
Not Available	Mobile Home	MN, 01410	0	1	0	1421	62	6.14878e-07
Not Available	Multi-Family with 2 - 4 Units	MN, 01410	0	1	0	278	78	5.87288e-07
Not Available	Multi-Family with 5+ Units	MN, 01410	0	1	0	17	1129	8.50062e-06
Not Available	Single-Family Attached	MN, 01410	0	1	0	224	166	1.24987e-06
Not Available	Single-Family Detached	MN, 01410	0	1	0	13	612	4.60795e-06
0-100%	Mobile Home	MN, 01501	0.930477	0	0.0695229	594	173	1.27021e-06
0-100%	Multi-Family with 2 - 4 Units	MN, 01501	0.943105	0	0.0568945	515	372	2.27504e-06
0-100%	Multi-Family with 5+ Units	MN, 01501	1	0	0	47	1388	1.12287e-05
0-100%	Single-Family Attached	MN, 01501	1	0	0	18	622	3.44115e-06
0-100%	Single-Family Detached	MN, 01501	1	0	0	44	1245	9.1402e-06
100-150%	Mobile Home	MN, 01501	0.935244	0	0.0647563	545	448	1.20088e-06
100-150%	Multi-Family with 2 - 4 Units	MN, 01501	0.956082	0	0.043918	356	107	1.00855e-06
100-150%	Multi-Family with 5+ Units	MN, 01501	0.98609	0	0.0139104	42	1294	1.08073e-05
100-150%	Single-Family Attached	MN, 01501	1	0	0	14	513	3.44027e-06
100-150%	Single-Family Detached	MN, 01501	0.974122	0	0.025878	36	1082	7.69946e-06
150-200%	Mobile Home	MN, 01501	0.969547	0	0.0304534	602	27	1.12431e-06
150-200%	Multi-Family with 2 - 4 Units	MN, 01501	0.971219	0	0.0287806	337	111	1.21764e-06
150-200%	Multi-Family with 5+ Units	MN, 01501	1	0	0	43	1519	8.53264e-06
150-200%	Single-Family Attached	MN, 01501	1	0	0	10	217	3.72801e-06
150-200%	Single-Family Detached	MN, 01501	0.98717	0	0.0128302	45	1325	1.01576e-05
200-300%	Mobile Home	MN, 01501	0.959221	0	0.0407788	932	183	1.86586e-06
200-300%	Multi-Family with 2 - 4 Units	MN, 01501	0.987469	0	0.0125313	12	399	2.76458e-06
200-300%	Multi-Family with 5+ Units	MN, 01501	1	0	0	85	3168	2.0773e-05
200-300%	Single-Family Attached	MN, 01501	1	0	0	47	1396	9.52289e-06
200-300%	Single-Family Detached	MN, 01501	0.985571	0	0.0144293	133	3881	2.78069e-05
300-400%	Mobile Home	MN, 01501	0.978884	0	0.0211165	715	117	1.18558e-06
300-400%	Multi-Family with 2 - 4 Units	MN, 01501	0.935943	0	0.0640569	10	281	2.218e-06
300-400%	Multi-Family with 5+ Units	MN, 01501	0.995385	0	0.00461484	76	2817	2.00015e-05
300-400%	Single-Family Attached	MN, 01501	1	0	0	42	1343	1.07928e-05
300-400%	Single-Family Detached	MN, 01501	1	0	0	128	3423	3.21978e-05
400%+	Mobile Home	MN, 01501	0.977825	0	0.0221747	933	161	1.51459e-06
400%+	Multi-Family with 2 - 4 Units	MN, 01501	1	0	0	19	628	4.48414e-06
400%+	Multi-Family with 5+ Units	MN, 01501	0.988783	0	0.0112169	163	4725	3.83914e-05
400%+	Single-Family Attached	MN, 01501	0.98332	0	0.0166796	186	5156	3.71264e-05
400%+	Single-Family Detached	MN, 01501	0.998972	0	0.00102788	910	24322	0.000172619
Not Available	Mobile Home	MN, 01501	0	1	0	1421	0	0
Not Available	Multi-Family with 2 - 4 Units	MN, 01501	0	1	0	278	213	1.56753e-06
Not Available	Multi-Family with 5+ Units	MN, 01501	0	1	0	18	1002	7.37402e-06
Not Available	Single-Family Attached	MN, 01501	0	1	0	224	367	2.70087e-06
Not Available	Single-Family Detached	MN, 01501	0	1	0	11	515	3.79003e-06
0-100%	Mobile Home	MN, 01502	0.930477	0	0.0695229	594	213	1.38738e-06
0-100%	Multi-Family with 2 - 4 Units	MN, 01502	0.943105	0	0.0568945	515	96	1.2493e-06
0-100%	Multi-Family with 5+ Units	MN, 01502	1	0	0	20	766	5.48571e-06
0-100%	Single-Family Attached	MN, 01502	0.956058	0	0.0439424	360	309	2.10522e-06
0-100%	Single-Family Detached	MN, 01502	1	0	0	28	607	5.27537e-06
100-150%	Mobile Home	MN, 01502	0.935244	0	0.0647563	545	70	1.4773e-06
100-150%	Multi-Family with 2 - 4 Units	MN, 01502	0.956082	0	0.043918	356	113	7.73024e-07
100-150%	Multi-Family with 5+ Units	MN, 01502	1	0	0	23	780	4.72441e-06
100-150%	Single-Family Attached	MN, 01502	0.991172	0	0.00882761	305	226	2.97138e-06
100-150%	Single-Family Detached	MN, 01502	1	0	0	32	855	6.49351e-06
150-200%	Mobile Home	MN, 01502	0.969547	0	0.0304534	602	318	1.33084e-06
150-200%	Multi-Family with 2 - 4 Units	MN, 01502	0.971219	0	0.0287806	337	86	7.24439e-07
150-200%	Multi-Family with 5+ Units	MN, 01502	1	0	0	18	459	3.79688e-06
150-200%	Single-Family Attached	MN, 01502	1	0	0	19	811	3.75725e-06
150-200%	Single-Family Detached	MN, 01502	1	0	0	59	1210	8.25723e-06
200-300%	Mobile Home	MN, 01502	0.959221	0	0.0407788	932	270	2.33877e-06
200-300%	Multi-Family with 2 - 4 Units	MN, 01502	0.987699	0	0.0123014	535	148	1.50665e-06
200-300%	Multi-Family with 5+ Units	MN, 01502	1	0	0	22	635	6.06954e-06
200-300%	Single-Family Attached	MN, 01502	1	0	0	45	1678	1.11109e-05
200-300%	Single-Family Detached	MN, 01502	0.998512	0	0.0014881	145	2688	2.31047e-05
300-400%	Mobile Home	MN, 01502	0.978884	0	0.0211165	715	385	1.67881e-06
300-400%	Multi-Family with 2 - 4 Units	MN, 01502	0.984775	0	0.0152249	433	260	1.18473e-06
300-400%	Multi-Family with 5+ Units	MN, 01502	1	0	0	21	941	5.00608e-06
300-400%	Single-Family Attached	MN, 01502	1	0	0	33	1113	1.22035e-05
300-400%	Single-Family Detached	MN, 01502	1	0	0	189	4435	2.86071e-05
400%+	Mobile Home	MN, 01502	0.977825	0	0.0221747	933	237	2.43701e-06
400%+	Multi-Family with 2 - 4 Units	MN, 01502	1	0	0	11	336	1.97339e-06
400%+	Multi-Family with 5+ Units	MN, 01502	1	0	0	31	1270	9.52117e-06
400%+	Single-Family Attached	MN, 01502	1	0	0	157	5837	3.89996e-05
400%+	Single-Family Detached	MN, 01502	0.993129	0	0.00687096	1102	27216	0.000192275
Not Available	Mobile Home	MN, 01502	0	1	0	1421	0	0
Not Available	Multi-Family with 2 - 4 Units	MN, 01502	0	1	0	278	206	1.46947e-06
Not Available	Multi-Family with 5+ Units	MN, 01502	0	1	0	635	17	1.21267e-07
Not Available	Single-Family Attached	MN, 01502	0	1	0	11	658	4.69373e-06
Not Available	Single-Family Detached	MN, 01502	0	1	0	22	561	4.0018e-06
0-100%	Mobile Home	MN, 01503	0.930477	0	0.0695229	594	148	5.17275e-07
0-100%	Multi-Family with 2 - 4 Units	MN, 01503	0.943105	0	0.0568945	515	61	1.04784e-06
0-100%	Multi-Family with 5+ Units	MN, 01503	1	0	0	35	1701	1.21764e-05
0-100%	Single-Family Attached	MN, 01503	1	0	0	11	429	3.01757e-06
0-100%	Single-Family Detached	MN, 01503	1	0	0	12	536	4.0189e-06
100-150%	Mobile Home	MN, 01503	0.935244	0	0.0647563	545	133	7.39977e-07
100-150%	Multi-Family with 2 - 4 Units	MN, 01503	0.956082	0	0.043918	356	0	6.64502e-07
100-150%	Multi-Family with 5+ Units	MN, 01503	1	0	0	26	1131	8.01833e-06
100-150%	Single-Family Attached	MN, 01503	0.991172	0	0.00882761	305	416	2.93215e-06
100-150%	Single-Family Detached	MN, 01503	0.96631	0	0.0336895	4338	292	3.98649e-06
150-200%	Mobile Home	MN, 01503	0.969547	0	0.0304534	602	22	8.13913e-07
150-200%	Multi-Family with 2 - 4 Units	MN, 01503	0.971219	0	0.0287806	337	127	5.76034e-07
150-200%	Multi-Family with 5+ Units	MN, 01503	1	0	0	21	803	6.31047e-06
150-200%	Single-Family Attached	MN, 01503	1	0	0	16	717	4.48242e-06
150-200%	Single-Family Detached	MN, 01503	1	0	0	16	560	5.85504e-06
200-300%	Mobile Home	MN, 01503	0.959221	0	0.0407788	932	152	1.13265e-06
200-300%	Multi-Family with 2 - 4 Units	MN, 01503	0.987699	0	0.0123014	535	28	9.71481e-07
200-300%	Multi-Family with 5+ Units	MN, 01503	1	0	0	58	2701	1.64842e-05
200-300%	Single-Family Attached	MN, 01503	1	0	0	31	1225	1.12612e-05
200-300%	Single-Family Detached	MN, 01503	1	0	0	64	2610	1.76463e-05
300-400%	Mobile Home	MN, 01503	0.978884	0	0.0211165	715	114	7.71186e-07
300-400%	Multi-Family with 2 - 4 Units	MN, 01503	0.984775	0	0.0152249	433	28	6.50178e-07
300-400%	Multi-Family with 5+ Units	MN, 01503	1	0	0	41	1812	1.28463e-05
300-400%	Single-Family Attached	MN, 01503	1	0	0	36	1690	1.09597e-05
300-400%	Single-Family Detached	MN, 01503	1	0	0	81	2823	2.21055e-05
400%+	Mobile Home	MN, 01503	0.977825	0	0.0221747	933	98	9.2796e-07
400%+	Multi-Family with 2 - 4 Units	MN, 01503	0.985797	0	0.0142027	927	445	1.15462e-06
400%+	Multi-Family with 5+ Units	MN, 01503	0.994041	0	0.00595864	85	2853	2.50297e-05
400%+	Single-Family Attached	MN, 01503	1	0	0	137	4489	3.32539e-05
400%+	Single-Family Detached	MN, 01503	0.99746	0	0.00254022	507	16534	0.000118064
Not Available	Mobile Home	MN, 01503	0	1	0	1421	89	6.54218e-07
Not Available	Multi-Family with 2 - 4 Units	MN, 01503	0	1	0	278	0	0
Not Available	Multi-Family with 5+ Units	MN, 01503	0	1	0	11	832	6.11581e-06
Not Available	Single-Family Attached	MN, 01503	0	1	0	224	446	3.27844e-06
Not Available	Single-Family Detached	MN, 01503	0	1	0	9589	203	1.4922e-06
0-100%	Mobile Home	MN, 01600	0.930477	0	0.0695229	594	92	6.924e-07
0-100%	Multi-Family with 2 - 4 Units	MN, 01600	0.943105	0	0.0568945	515	91	7.08981e-07
0-100%	Multi-Family with 5+ Units	MN, 01600	1	0	0	19	1063	7.14494e-06
0-100%	Single-Family Attached	MN, 01600	0.956058	0	0.0439424	360	319	2.63556e-06
0-100%	Single-Family Detached	MN, 01600	0.965969	0	0.0340314	36	764	5.79682e-06
100-150%	Mobile Home	MN, 01600	0.935244	0	0.0647563	545	110	5.50385e-07
100-150%	Multi-Family with 2 - 4 Units	MN, 01600	0.956082	0	0.043918	356	25	4.54362e-07
100-150%	Multi-Family with 5+ Units	MN, 01600	1	0	0	17	699	4.97606e-06
100-150%	Single-Family Attached	MN, 01600	1	0	0	11	417	2.09453e-06
100-150%	Single-Family Detached	MN, 01600	0.981293	0	0.0187075	22	588	4.44371e-06
150-200%	Mobile Home	MN, 01600	0.969547	0	0.0304534	602	201	6.44296e-07
150-200%	Multi-Family with 2 - 4 Units	MN, 01600	0.971219	0	0.0287806	337	76	3.96976e-07
150-200%	Multi-Family with 5+ Units	MN, 01600	1	0	0	22	868	3.1726e-06
150-200%	Single-Family Attached	MN, 01600	1	0	0	10	540	3.00668e-06
150-200%	Single-Family Detached	MN, 01600	0.986183	0	0.0138169	26	579	6.10452e-06
200-300%	Mobile Home	MN, 01600	0.959221	0	0.0407788	932	60	1.11387e-06
200-300%	Multi-Family with 2 - 4 Units	MN, 01600	0.987699	0	0.0123014	535	81	7.04652e-07
200-300%	Multi-Family with 5+ Units	MN, 01600	1	0	0	21	1131	6.87779e-06
200-300%	Single-Family Attached	MN, 01600	1	0	0	23	888	9.18352e-06
200-300%	Single-Family Detached	MN, 01600	0.991555	0	0.00844542	97	3197	1.99718e-05
300-400%	Mobile Home	MN, 01600	0.978884	0	0.0211165	715	86	5.2204e-07
300-400%	Multi-Family with 2 - 4 Units	MN, 01600	0.984775	0	0.0152249	433	32	5.07995e-07
300-400%	Multi-Family with 5+ Units	MN, 01600	0.992059	0	0.00794103	1515	290	4.83875e-06
300-400%	Single-Family Attached	MN, 01600	1	0	0	32	1624	1.04344e-05
300-400%	Single-Family Detached	MN, 01600	0.995218	0	0.004782	132	3555	2.51557e-05
400%+	Mobile Home	MN, 01600	0.977825	0	0.0221747	933	60	8.33132e-07
400%+	Multi-Family with 2 - 4 Units	MN, 01600	0.985797	0	0.0142027	927	231	1.06097e-06
400%+	Multi-Family with 5+ Units	MN, 01600	1	0	0	21	864	8.14629e-06
400%+	Single-Family Attached	MN, 01600	0.984067	0	0.015933	92	3703	2.62277e-05
400%+	Single-Family Detached	MN, 01600	0.991427	0	0.00857273	697	21930	0.000157499
Not Available	Mobile Home	MN, 01600	0	1	0	1421	3	2.14587e-08
Not Available	Multi-Family with 2 - 4 Units	MN, 01600	0	1	0	278	126	9.0126e-07
Not Available	Multi-Family with 5+ Units	MN, 01600	0	1	0	635	358	2.56073e-06
Not Available	Single-Family Attached	MN, 01600	0	1	0	224	143	1.02287e-06
Not Available	Single-Family Detached	MN, 01600	0	1	0	12	733	5.24307e-06
0-100%	Mobile Home	MN, 01700	0.930477	0	0.0695229	594	101	8.50285e-07
0-100%	Multi-Family with 2 - 4 Units	MN, 01700	0.943105	0	0.0568945	515	92	1.20219e-06
0-100%	Multi-Family with 5+ Units	MN, 01700	1	0	0	13	485	3.894e-06
0-100%	Single-Family Attached	MN, 01700	0.956058	0	0.0439424	360	452	3.07072e-06
0-100%	Single-Family Detached	MN, 01700	1	0	0	41	715	5.50687e-06
100-150%	Mobile Home	MN, 01700	0.935244	0	0.0647563	545	230	7.8508e-07
100-150%	Multi-Family with 2 - 4 Units	MN, 01700	0.956082	0	0.043918	356	44	7.94943e-07
100-150%	Multi-Family with 5+ Units	MN, 01700	0.99221	0	0.00778988	1561	322	2.73699e-06
100-150%	Single-Family Attached	MN, 01700	0.991172	0	0.00882761	305	238	1.89773e-06
100-150%	Single-Family Detached	MN, 01700	1	0	0	29	537	5.1622e-06
150-200%	Mobile Home	MN, 01700	0.969547	0	0.0304534	602	125	7.60785e-07
150-200%	Multi-Family with 2 - 4 Units	MN, 01700	0.971219	0	0.0287806	337	44	6.81348e-07
150-200%	Multi-Family with 5+ Units	MN, 01700	1	0	0	10	421	2.92759e-06
150-200%	Single-Family Attached	MN, 01700	0.997916	0	0.00208424	353	210	1.81595e-06
150-200%	Single-Family Detached	MN, 01700	1	0	0	38	591	6.57549e-06
200-300%	Mobile Home	MN, 01700	0.959221	0	0.0407788	932	188	1.3092e-06
200-300%	Multi-Family with 2 - 4 Units	MN, 01700	0.987699	0	0.0123014	535	207	1.20586e-06
200-300%	Multi-Family with 5+ Units	MN, 01700	1	0	0	25	924	7.12751e-06
200-300%	Single-Family Attached	MN, 01700	1	0	0	15	454	4.75389e-06
200-300%	Single-Family Detached	MN, 01700	0.985621	0	0.0143786	143	2921	2.01643e-05
300-400%	Mobile Home	MN, 01700	0.978884	0	0.0211165	715	49	8.45877e-07
300-400%	Multi-Family with 2 - 4 Units	MN, 01700	0.984775	0	0.0152249	433	249	8.60183e-07
300-400%	Multi-Family with 5+ Units	MN, 01700	1	0	0	20	1208	6.14861e-06
300-400%	Single-Family Attached	MN, 01700	1	0	0	24	902	5.70362e-06
300-400%	Single-Family Detached	MN, 01700	1	0	0	224	4858	2.47531e-05
400%+	Mobile Home	MN, 01700	0.977825	0	0.0221747	933	97	1.07252e-06
400%+	Multi-Family with 2 - 4 Units	MN, 01700	0.985797	0	0.0142027	927	288	1.83314e-06
400%+	Multi-Family with 5+ Units	MN, 01700	1	0	0	21	900	7.49084e-06
400%+	Single-Family Attached	MN, 01700	0.943005	0	0.0569948	87	2895	1.94264e-05
400%+	Single-Family Detached	MN, 01700	0.997045	0	0.00295469	1074	21322	0.000158119
Not Available	Mobile Home	MN, 01700	0	1	0	1421	6	4.27121e-08
Not Available	Multi-Family with 2 - 4 Units	MN, 01700	0	1	0	278	155	1.1034e-06
Not Available	Multi-Family with 5+ Units	MN, 01700	0	1	0	635	276	1.96475e-06
Not Available	Single-Family Attached	MN, 01700	0	1	0	224	321	2.2851e-06
Not Available	Single-Family Detached	MN, 01700	0	1	0	29	1130	8.0441e-06
0-100%	Mobile Home	MN, 01800	0.930477	0	0.0695229	594	160	1.4556e-06
0-100%	Multi-Family with 2 - 4 Units	MN, 01800	0.943105	0	0.0568945	515	258	1.0942e-06
0-100%	Multi-Family with 5+ Units	MN, 01800	1	0	0	29	967	6.52352e-06
0-100%	Single-Family Attached	MN, 01800	0.956058	0	0.0439424	360	240	1.5254e-06
0-100%	Single-Family Detached	MN, 01800	1	0	0	54	1296	9.38867e-06
100-150%	Mobile Home	MN, 01800	0.935244	0	0.0647563	545	321	1.65039e-06
100-150%	Multi-Family with 2 - 4 Units	MN, 01800	0.956082	0	0.043918	356	148	6.96924e-07
100-150%	Multi-Family with 5+ Units	MN, 01800	1	0	0	14	384	4.24938e-06
100-150%	Single-Family Attached	MN, 01800	0.991172	0	0.00882761	305	150	1.40929e-06
100-150%	Single-Family Detached	MN, 01800	0.982143	0	0.0178571	49	896	7.86379e-06
150-200%	Mobile Home	MN, 01800	0.969547	0	0.0304534	602	72	1.85952e-06
150-200%	Multi-Family with 2 - 4 Units	MN, 01800	0.971219	0	0.0287806	337	121	6.21819e-07
150-200%	Multi-Family with 5+ Units	MN, 01800	1	0	0	16	492	3.8325e-06
150-200%	Single-Family Attached	MN, 01800	0.997916	0	0.00208424	353	212	1.49773e-06
150-200%	Single-Family Detached	MN, 01800	1	0	0	88	1650	1.11933e-05
200-300%	Mobile Home	MN, 01800	1	0	0	13	619	4.15435e-06
200-300%	Multi-Family with 2 - 4 Units	MN, 01800	0.987699	0	0.0123014	535	31	1.12227e-06
200-300%	Multi-Family with 5+ Units	MN, 01800	1	0	0	31	1134	7.13405e-06
200-300%	Single-Family Attached	MN, 01800	1	0	0	17	619	4.33779e-06
200-300%	Single-Family Detached	MN, 01800	0.9991	0	0.000899888	211	4445	3.25039e-05
300-400%	Mobile Home	MN, 01800	0.978884	0	0.0211165	715	243	2.95197e-06
300-400%	Multi-Family with 2 - 4 Units	MN, 01800	0.984775	0	0.0152249	433	8	8.12557e-07
300-400%	Multi-Family with 5+ Units	MN, 01800	1	0	0	15	770	4.44239e-06
300-400%	Single-Family Attached	MN, 01800	1	0	0	19	840	5.10038e-06
300-400%	Single-Family Detached	MN, 01800	0.990739	0	0.00926082	276	5939	3.91315e-05
400%+	Mobile Home	MN, 01800	0.981157	0	0.0188425	16	743	3.44627e-06
400%+	Multi-Family with 2 - 4 Units	MN, 01800	0.985797	0	0.0142027	927	270	1.66388e-06
400%+	Multi-Family with 5+ Units	MN, 01800	0.945158	0	0.0548425	12	857	6.92534e-06
400%+	Single-Family Attached	MN, 01800	1	0	0	33	1393	1.0967e-05
400%+	Single-Family Detached	MN, 01800	0.998519	0	0.00148058	1029	22964	0.000167351
Not Available	Mobile Home	MN, 01800	0	1	0	1421	289	2.07819e-06
Not Available	Multi-Family with 2 - 4 Units	MN, 01800	0	1	0	278	24	1.72583e-07
Not Available	Multi-Family with 5+ Units	MN, 01800	0	1	0	635	114	8.19769e-07
Not Available	Single-Family Attached	MN, 01800	0	1	0	224	0	0
Not Available	Single-Family Detached	MN, 01800	0	1	0	109	3146	2.26228e-05
0-100%	Mobile Home	MN, 01900	1	0	0	18	503	3.1151e-06
0-100%	Multi-Family with 2 - 4 Units	MN, 01900	1	0	0	14	383	2.26284e-06
0-100%	Multi-Family with 5+ Units	MN, 01900	0.935101	0	0.0648988	63	1433	1.17742e-05
0-100%	Single-Family Attached	MN, 01900	0.956058	0	0.0439424	360	248	1.49837e-06
0-100%	Single-Family Detached	MN, 01900	0.993169	0	0.0068306	196	2196	1.78763e-05
100-150%	Mobile Home	MN, 01900	1	0	0	18	226	2.28861e-06
100-150%	Multi-Family with 2 - 4 Units	MN, 01900	0.892593	0	0.107407	12	270	2.41092e-06
100-150%	Multi-Family with 5+ Units	MN, 01900	0.982927	0	0.0170732	42	1230	7.73961e-06
100-150%	Single-Family Attached	MN, 01900	0.991172	0	0.00882761	305	147	1.40384e-06
100-150%	Single-Family Detached	MN, 01900	0.997542	0	0.00245787	246	2848	1.92935e-05
150-200%	Mobile Home	MN, 01900	1	0	0	24	384	2.19641e-06
150-200%	Multi-Family with 2 - 4 Units	MN, 01900	0.971219	0	0.0287806	337	191	2.55704e-06
150-200%	Multi-Family with 5+ Units	MN, 01900	1	0	0	33	843	4.31592e-06
150-200%	Single-Family Attached	MN, 01900	1	0	0	11	260	1.23749e-06
150-200%	Single-Family Detached	MN, 01900	0.990032	0	0.00996796	272	2809	2.21207e-05
200-300%	Mobile Home	MN, 01900	1	0	0	32	302	3.10511e-06
200-300%	Multi-Family with 2 - 4 Units	MN, 01900	1	0	0	21	440	2.89927e-06
200-300%	Multi-Family with 5+ Units	MN, 01900	0.961424	0	0.0385757	31	674	7.52768e-06
200-300%	Single-Family Attached	MN, 01900	0.991632	0	0.0083682	14	239	2.46042e-06
200-300%	Single-Family Detached	MN, 01900	0.99835	0	0.00164967	670	6668	5.23429e-05
300-400%	Mobile Home	MN, 01900	1	0	0	21	248	1.80034e-06
300-400%	Multi-Family with 2 - 4 Units	MN, 01900	1	0	0	13	319	2.09696e-06
300-400%	Multi-Family with 5+ Units	MN, 01900	1	0	0	26	690	4.83264e-06
300-400%	Single-Family Attached	MN, 01900	1	0	0	12	299	2.32055e-06
300-400%	Single-Family Detached	MN, 01900	0.998085	0	0.00191518	747	7310	5.23616e-05
400%+	Mobile Home	MN, 01900	1	0	0	44	373	2.4986e-06
400%+	Multi-Family with 2 - 4 Units	MN, 01900	1	0	0	17	412	2.62241e-06
400%+	Multi-Family with 5+ Units	MN, 01900	1	0	0	36	957	6.75165e-06
400%+	Single-Family Attached	MN, 01900	1	0	0	43	689	4.94861e-06
400%+	Single-Family Detached	MN, 01900	0.997518	0	0.00248242	2094	19336	0.000139383
Not Available	Mobile Home	MN, 01900	0	1	0	34	659	4.85646e-06
Not Available	Multi-Family with 2 - 4 Units	MN, 01900	0	1	0	278	247	1.82025e-06
Not Available	Multi-Family with 5+ Units	MN, 01900	0	1	0	22	1063	7.83374e-06
Not Available	Single-Family Attached	MN, 01900	0	1	0	224	88	6.48511e-07
Not Available	Single-Family Detached	MN, 01900	0	1	0	345	5658	4.16964e-05
0-100%	Mobile Home	MN, 02000	0.967213	0	0.0327869	13	122	1.52753e-06
0-100%	Multi-Family with 2 - 4 Units	MN, 02000	0.967172	0	0.0328283	13	396	1.97889e-06
0-100%	Multi-Family with 5+ Units	MN, 02000	1	0	0	70	1378	1.04222e-05
0-100%	Single-Family Attached	MN, 02000	0.956058	0	0.0439424	360	225	6.27161e-07
0-100%	Single-Family Detached	MN, 02000	0.984255	0	0.0157447	242	2350	1.84543e-05
100-150%	Mobile Home	MN, 02000	0.935244	0	0.0647563	545	192	1.23352e-06
100-150%	Multi-Family with 2 - 4 Units	MN, 02000	0.956082	0	0.043918	356	162	2.34496e-06
100-150%	Multi-Family with 5+ Units	MN, 02000	0.972807	0	0.027193	45	1140	6.30552e-06
100-150%	Single-Family Attached	MN, 02000	0.991172	0	0.00882761	305	51	4.50026e-07
100-150%	Single-Family Detached	MN, 02000	0.912633	0	0.0873667	241	2438	1.85303e-05
150-200%	Mobile Home	MN, 02000	1	0	0	18	229	8.77757e-07
150-200%	Multi-Family with 2 - 4 Units	MN, 02000	0.933594	0	0.0664062	13	256	1.94694e-06
150-200%	Multi-Family with 5+ Units	MN, 02000	1	0	0	21	253	3.93303e-06
150-200%	Single-Family Attached	MN, 02000	0.997916	0	0.00208424	353	46	4.36933e-07
150-200%	Single-Family Detached	MN, 02000	0.979585	0	0.0204153	313	2841	2.05354e-05
200-300%	Mobile Home	MN, 02000	0.969231	0	0.0307692	15	130	1.36048e-06
200-300%	Multi-Family with 2 - 4 Units	MN, 02000	0.99435	0	0.00564972	17	354	2.49051e-06
200-300%	Multi-Family with 5+ Units	MN, 02000	1	0	0	37	836	5.90158e-06
200-300%	Single-Family Attached	MN, 02000	0.988704	0	0.0112957	762	88	8.96705e-07
200-300%	Single-Family Detached	MN, 02000	0.981017	0	0.0189835	620	6532	4.64507e-05
300-400%	Mobile Home	MN, 02000	0.932584	0	0.0674157	13	89	8.98913e-07
300-400%	Multi-Family with 2 - 4 Units	MN, 02000	1	0	0	10	326	1.75771e-06
300-400%	Multi-Family with 5+ Units	MN, 02000	1	0	0	17	354	2.4784e-06
300-400%	Single-Family Attached	MN, 02000	0.995243	0	0.0047566	813	68	7.1759e-07
