Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Dependency=Vintage	Option=None	Option=Yes	Option=Void	source_count	source_weight	sampling_probability
150-200%	Single-Family Attached	MN	Renter	2000s	0	1	0	0.0935403	14.9473	9.56398e-06
150-200%	Single-Family Attached	MN	Renter	2010s	0	1	0	0.0847709	5.66391	1.44207e-06
150-200%	Single-Family Attached	MN	Renter	<1940	0	1	0	0.824324	4.57796e-20	1.53328e-06
150-200%	Single-Family Attached	MO	Not Available	1940s	0	0	1	4.44198	18.5029	0
150-200%	Single-Family Attached	MO	Not Available	1950s	0	0	1	2.55177	30.229	0
150-200%	Single-Family Attached	MO	Not Available	1960s	0	0	1	2.284	55.4151	0
150-200%	Single-Family Attached	MO	Not Available	1970s	0	0	1	0.299282	114.446	0
150-200%	Single-Family Attached	MO	Not Available	1980s	0	0	1	0.362289	82.6723	0
150-200%	Single-Family Attached	MO	Not Available	1990s	0	0	1	0.488303	125.058	0
150-200%	Single-Family Attached	MO	Not Available	2000s	0	0	1	0.504054	65.6513	0
150-200%	Single-Family Attached	MO	Not Available	2010s	0	0	1	0.456799	81.2293	0
150-200%	Single-Family Attached	MO	Not Available	<1940	0	0	1	4.44198	47.8157	0
150-200%	Single-Family Attached	MO	Owner	1940s	0.120281	0.879719	0	1.98021e-20	1.34018e-39	5.67748e-07
150-200%	Single-Family Attached	MO	Owner	1950s	0.0538403	0.94616	0	1.13757e-20	2.18951e-39	1.04628e-06
150-200%	Single-Family Attached	MO	Owner	1960s	0.0217326	0.978267	0	1.01819e-20	4.01375e-39	1.74427e-06
150-200%	Single-Family Attached	MO	Owner	1970s	0.0870289	0.912971	0	1.33418e-21	8.28942e-39	3.47986e-06
150-200%	Single-Family Attached	MO	Owner	1980s	0	1	0	1.61506e-21	5.98801e-39	3.76832e-06
150-200%	Single-Family Attached	MO	Owner	1990s	0.121911	0.878089	0	2.17683e-21	9.058e-39	3.88922e-06
150-200%	Single-Family Attached	MO	Owner	2000s	0	1	0	2.24705e-21	4.75517e-39	4.67187e-06
150-200%	Single-Family Attached	MO	Owner	2010s	0.0533489	0.946651	0	2.03639e-21	5.8835e-39	8.61978e-07
150-200%	Single-Family Attached	MO	Owner	<1940	0.120281	0.879719	0	1.98021e-20	3.46332e-39	1.50665e-06
150-200%	Single-Family Attached	MO	Renter	1940s	0	1	0	2.11523	18.5029	1.0316e-06
150-200%	Single-Family Attached	MO	Renter	1950s	0	1	0	1.21513	30.229	2.05543e-06
150-200%	Single-Family Attached	MO	Renter	1960s	0	1	0	1.08762	55.4151	3.17495e-06
150-200%	Single-Family Attached	MO	Renter	1970s	0	1	0	0.142515	114.446	6.18784e-06
150-200%	Single-Family Attached	MO	Renter	1980s	0	1	0	0.172519	82.6723	5.91036e-06
150-200%	Single-Family Attached	MO	Renter	1990s	0	1	0	0.232525	125.058	7.09992e-06
150-200%	Single-Family Attached	MO	Renter	2000s	0	1	0	0.240026	65.6513	7.37363e-06
150-200%	Single-Family Attached	MO	Renter	2010s	0	1	0	0.217523	81.2293	2.39473e-06
150-200%	Single-Family Attached	MO	Renter	<1940	0	1	0	2.11523	47.8157	1.98172e-06
150-200%	Single-Family Attached	MS	Not Available	1940s	0	0	1	2.35871	3.81519e-18	0
150-200%	Single-Family Attached	MS	Not Available	1950s	0	0	1	1.37013	3.81519e-18	0
150-200%	Single-Family Attached	MS	Not Available	1960s	0	0	1	2.01184	3.81519e-18	0
150-200%	Single-Family Attached	MS	Not Available	1970s	0	0	1	0.190778	3.81519e-18	0
150-200%	Single-Family Attached	MS	Not Available	1980s	0	0	1	0.294839	172.221	0
150-200%	Single-Family Attached	MS	Not Available	1990s	0	0	1	0.312182	291.187	0
150-200%	Single-Family Attached	MS	Not Available	2000s	0	0	1	0.260152	79.0686	0
150-200%	Single-Family Attached	MS	Not Available	2010s	0	0	1	0.260152	95.5501	0
150-200%	Single-Family Attached	MS	Not Available	<1940	0	0	1	2.35871	3.81519e-18	0
150-200%	Single-Family Attached	MS	Owner	1940s	0.00203342	0.997967	0	18.5068	3.81519e-18	1.38605e-07
150-200%	Single-Family Attached	MS	Owner	1950s	0.00341315	0.996587	0	10.7503	3.81519e-18	2.87875e-07
150-200%	Single-Family Attached	MS	Owner	1960s	0.00171498	0.998285	0	15.7852	3.81519e-18	4.4024e-07
150-200%	Single-Family Attached	MS	Owner	1970s	0.00757603	0.992424	0	1.49687	3.81519e-18	8.81112e-07
150-200%	Single-Family Attached	MS	Owner	1980s	0.0161521	0.983848	0	2.31335	172.221	7.09706e-07
150-200%	Single-Family Attached	MS	Owner	1990s	0.016555	0.983445	0	2.44943	291.187	6.55567e-07
150-200%	Single-Family Attached	MS	Owner	2000s	0.0207282	0.979272	0	2.04119	79.0686	6.4227e-07
150-200%	Single-Family Attached	MS	Owner	2010s	0.00770214	0.992298	0	2.04119	95.5501	2.6154e-07
150-200%	Single-Family Attached	MS	Owner	<1940	0.00203342	0.997967	0	18.5068	3.81519e-18	1.71187e-07
150-200%	Single-Family Attached	MS	Renter	1940s	0.0158586	0.984141	0	1.05067e-19	1.75492e-57	1.67145e-07
150-200%	Single-Family Attached	MS	Renter	1950s	0.0263713	0.973629	0	6.10314e-20	1.75492e-57	3.11074e-07
150-200%	Single-Family Attached	MS	Renter	1960s	0.0134042	0.986596	0	8.96157e-20	1.75492e-57	5.57524e-07
150-200%	Single-Family Attached	MS	Renter	1970s	0.0569355	0.943065	0	8.49804e-21	1.75492e-57	9.32458e-07
150-200%	Single-Family Attached	MS	Renter	1980s	0.114917	0.885083	0	1.31333e-20	7.92186e-38	7.46823e-07
150-200%	Single-Family Attached	MS	Renter	1990s	0.117489	0.882511	0	1.39059e-20	1.33941e-37	9.69326e-07
150-200%	Single-Family Attached	MS	Renter	2000s	0.143396	0.856604	0	1.15882e-20	3.63701e-38	1.31425e-06
150-200%	Single-Family Attached	MS	Renter	2010s	0.0578354	0.942165	0	1.15882e-20	4.39513e-38	4.47548e-07
150-200%	Single-Family Attached	MS	Renter	<1940	0.0158586	0.984141	0	1.05067e-19	1.75492e-57	3.0864e-07
150-200%	Single-Family Attached	MT	Not Available	1940s	0	0	1	5.93578e-19	1.11584e-57	0
150-200%	Single-Family Attached	MT	Not Available	1950s	0	0	1	3.1188e-19	1.11584e-57	0
150-200%	Single-Family Attached	MT	Not Available	1960s	0	0	1	5.53336e-20	1.5202e-38	0
150-200%	Single-Family Attached	MT	Not Available	1970s	0	0	1	6.84124e-19	2.02284e-38	0
150-200%	Single-Family Attached	MT	Not Available	1980s	0	0	1	8.55155e-20	1.61759e-38	0
150-200%	Single-Family Attached	MT	Not Available	1990s	0	0	1	5.03033e-20	8.34045e-38	0
150-200%	Single-Family Attached	MT	Not Available	2000s	0	0	1	1.10667e-19	4.10435e-38	0
150-200%	Single-Family Attached	MT	Not Available	2010s	0	0	1	8.55155e-20	6.16379e-38	0
150-200%	Single-Family Attached	MT	Not Available	<1940	0	0	1	5.93578e-19	1.11584e-57	0
150-200%	Single-Family Attached	MT	Owner	1940s	0.00979876	0.990201	0	5.04775e-19	1.11584e-57	1.37675e-07
150-200%	Single-Family Attached	MT	Owner	1950s	0.0130866	0.986913	0	2.65221e-19	1.11584e-57	2.13114e-07
150-200%	Single-Family Attached	MT	Owner	1960s	0.00886222	0.991138	0	4.70553e-20	1.5202e-38	2.55602e-07
150-200%	Single-Family Attached	MT	Owner	1970s	0.00165135	0.998349	0	5.81775e-19	2.02284e-38	5.80034e-07
150-200%	Single-Family Attached	MT	Owner	1980s	0.0368061	0.963194	0	7.27219e-20	1.61759e-38	5.95217e-07
150-200%	Single-Family Attached	MT	Owner	1990s	0	1	0	4.27776e-20	8.34045e-38	7.61935e-07
150-200%	Single-Family Attached	MT	Owner	2000s	0.0269052	0.973095	0	9.41106e-20	4.10435e-38	1.29297e-06
150-200%	Single-Family Attached	MT	Owner	2010s	0	1	0	7.27219e-20	6.16379e-38	3.24632e-07
150-200%	Single-Family Attached	MT	Owner	<1940	0.00979876	0.990201	0	5.04775e-19	1.11584e-57	2.7951e-07
150-200%	Single-Family Attached	MT	Renter	1940s	0	1	0	8.88031e-20	1.11584e-57	1.5984e-07
150-200%	Single-Family Attached	MT	Renter	1950s	0	1	0	4.66592e-20	1.11584e-57	2.75862e-07
150-200%	Single-Family Attached	MT	Renter	1960s	0	1	0	8.27825e-21	1.5202e-38	5.01777e-07
150-200%	Single-Family Attached	MT	Renter	1970s	0	1	0	1.02349e-19	2.02284e-38	9.50828e-07
150-200%	Single-Family Attached	MT	Renter	1980s	0	1	0	1.27937e-20	1.61759e-38	7.89934e-07
150-200%	Single-Family Attached	MT	Renter	1990s	0	1	0	7.52568e-21	8.34045e-38	1.16752e-06
150-200%	Single-Family Attached	MT	Renter	2000s	0	1	0	1.65565e-20	4.10435e-38	2.75204e-06
150-200%	Single-Family Attached	MT	Renter	2010s	0	1	0	1.27937e-20	6.16379e-38	8.54507e-07
150-200%	Single-Family Attached	MT	Renter	<1940	0	1	0	8.88031e-20	1.11584e-57	4.29538e-07
150-200%	Single-Family Attached	NC	Not Available	1940s	0	0	1	1.28262	17.1673	0
150-200%	Single-Family Attached	NC	Not Available	1950s	0	0	1	0.316009	20.2096	0
150-200%	Single-Family Attached	NC	Not Available	1960s	0	0	1	0.464719	67.1838	0
150-200%	Single-Family Attached	NC	Not Available	1970s	0	0	1	0.724961	48.7022	0
150-200%	Single-Family Attached	NC	Not Available	1980s	0	0	1	1.17109	104.501	0
150-200%	Single-Family Attached	NC	Not Available	1990s	0	0	1	0.855083	50.6221	0
150-200%	Single-Family Attached	NC	Not Available	2000s	0	0	1	0.316009	212.692	0
150-200%	Single-Family Attached	NC	Not Available	2010s	0	0	1	0.873671	50.6181	0
150-200%	Single-Family Attached	NC	Not Available	<1940	0	0	1	1.28262	44.3641	0
150-200%	Single-Family Attached	NC	Owner	1940s	0	1	0	4.24823e-21	5.32691e-40	7.0771e-07
150-200%	Single-Family Attached	NC	Owner	1950s	0	1	0	1.04666e-21	6.27092e-40	1.23938e-06
150-200%	Single-Family Attached	NC	Owner	1960s	0	1	0	1.53921e-21	2.08468e-39	2.15837e-06
150-200%	Single-Family Attached	NC	Owner	1970s	0	1	0	2.40117e-21	1.5112e-39	4.69602e-06
150-200%	Single-Family Attached	NC	Owner	1980s	0	1	0	3.87881e-21	3.2426e-39	9.51404e-06
150-200%	Single-Family Attached	NC	Owner	1990s	0	1	0	2.83215e-21	1.57078e-39	8.11983e-06
150-200%	Single-Family Attached	NC	Owner	2000s	0	1	0	1.04666e-21	6.59974e-39	1.54905e-05
150-200%	Single-Family Attached	NC	Owner	2010s	0	1	0	2.89372e-21	1.57065e-39	3.5835e-06
150-200%	Single-Family Attached	NC	Owner	<1940	0	1	0	4.24823e-21	1.3766e-39	8.16571e-07
150-200%	Single-Family Attached	NC	Renter	1940s	0.228034	0.771966	0	0.519983	17.1673	1.15079e-06
150-200%	Single-Family Attached	NC	Renter	1950s	0.279801	0.720199	0	0.128112	20.2096	2.09565e-06
150-200%	Single-Family Attached	NC	Renter	1960s	0.272345	0.727655	0	0.1884	67.1838	2.97837e-06
150-200%	Single-Family Attached	NC	Renter	1970s	0.19356	0.80644	0	0.293903	48.7022	5.93358e-06
150-200%	Single-Family Attached	NC	Renter	1980s	0.144054	0.855946	0	0.474767	104.501	1.09446e-05
150-200%	Single-Family Attached	NC	Renter	1990s	0.0931012	0.906899	0	0.346655	50.6221	1.01418e-05
150-200%	Single-Family Attached	NC	Renter	2000s	0.133818	0.866182	0	0.128112	212.692	1.44696e-05
150-200%	Single-Family Attached	NC	Renter	2010s	0	1	0	0.354191	50.6181	5.63062e-06
150-200%	Single-Family Attached	NC	Renter	<1940	0.228034	0.771966	0	0.519983	44.3641	1.3222e-06
150-200%	Single-Family Attached	ND	Not Available	1940s	0	0	1	3.87131	1.37628	0
150-200%	Single-Family Attached	ND	Not Available	1950s	0	0	1	2.22394	2.32026e-19	0
150-200%	Single-Family Attached	ND	Not Available	1960s	0	0	1	1.99056	1.36283	0
150-200%	Single-Family Attached	ND	Not Available	1970s	0	0	1	0.260833	6.2063	0
150-200%	Single-Family Attached	ND	Not Available	1980s	0	0	1	0.315745	7.93756	0
150-200%	Single-Family Attached	ND	Not Available	1990s	0	0	1	0.425569	9.54366	0
150-200%	Single-Family Attached	ND	Not Available	2000s	0	0	1	0.13728	13.2623	0
150-200%	Single-Family Attached	ND	Not Available	2010s	0	0	1	0.151008	13.7646	0
150-200%	Single-Family Attached	ND	Not Available	<1940	0	0	1	3.87131	3.55662	0
150-200%	Single-Family Attached	ND	Owner	1940s	0.13222	0.86778	0	1.32876	0.590932	1.79049e-07
150-200%	Single-Family Attached	ND	Owner	1950s	0.0596311	0.940369	0	0.763329	9.96247e-20	1.15175e-07
150-200%	Single-Family Attached	ND	Owner	1960s	0.0241582	0.975842	0	0.683227	0.585157	1.76424e-07
150-200%	Single-Family Attached	ND	Owner	1970s	0.096027	0.903973	0	0.0895263	2.66479	6.4118e-07
150-200%	Single-Family Attached	ND	Owner	1980s	0	1	0	0.108374	3.40814	1.17758e-06
150-200%	Single-Family Attached	ND	Owner	1990s	0.133986	0.866014	0	0.146069	4.09775	1.14014e-06
150-200%	Single-Family Attached	ND	Owner	2000s	0	1	0	0.0471191	5.69442	6.70054e-07
150-200%	Single-Family Attached	ND	Owner	2010s	0	1	0	0.051831	5.91009	7.75756e-07
150-200%	Single-Family Attached	ND	Owner	<1940	0.13222	0.86778	0	1.32876	1.5271	1.29243e-07
150-200%	Single-Family Attached	ND	Renter	1940s	0	1	0	0.635517	0.163563	1.82683e-07
150-200%	Single-Family Attached	ND	Renter	1950s	0	1	0	0.365084	2.75749e-20	8.74962e-08
150-200%	Single-Family Attached	ND	Renter	1960s	0	1	0	0.326773	0.161964	1.77507e-07
150-200%	Single-Family Attached	ND	Renter	1970s	0	1	0	0.0428185	0.737582	5.80518e-07
150-200%	Single-Family Attached	ND	Renter	1980s	0	1	0	0.0518329	0.943332	6.00455e-07
150-200%	Single-Family Attached	ND	Renter	1990s	0	1	0	0.0698618	1.13421	5.96456e-07
150-200%	Single-Family Attached	ND	Renter	2000s	0	1	0	0.022536	1.57615	1.107e-06
150-200%	Single-Family Attached	ND	Renter	2010s	0	1	0	0.0247897	1.63584	4.95008e-07
150-200%	Single-Family Attached	ND	Renter	<1940	0	1	0	0.635517	0.422684	9.20581e-08
150-200%	Single-Family Attached	NE	Not Available	1940s	0	0	1	2.51043	2.2097e-19	0
150-200%	Single-Family Attached	NE	Not Available	1950s	0	0	1	1.44216	6.0836	0
150-200%	Single-Family Attached	NE	Not Available	1960s	0	0	1	1.29083	5.78565	0
150-200%	Single-Family Attached	NE	Not Available	1970s	0	0	1	0.169143	15.6019	0
150-200%	Single-Family Attached	NE	Not Available	1980s	0	0	1	0.204752	4.91862	0
150-200%	Single-Family Attached	NE	Not Available	1990s	0	0	1	0.27597	11.8126	0
150-200%	Single-Family Attached	NE	Not Available	2000s	0	0	1	0.284872	8.76203	0
150-200%	Single-Family Attached	NE	Not Available	2010s	0	0	1	0.258165	12.5218	0
150-200%	Single-Family Attached	NE	Not Available	<1940	0	0	1	2.51043	2.2097e-19	0
150-200%	Single-Family Attached	NE	Owner	1940s	0.146625	0.853375	0	6.63961e-20	5.63344e-58	1.26666e-07
150-200%	Single-Family Attached	NE	Owner	1950s	0.0667362	0.933264	0	3.81424e-20	1.55096e-38	4.52373e-07
150-200%	Single-Family Attached	NE	Owner	1960s	0.0271587	0.972841	0	3.41398e-20	1.475e-38	3.46967e-07
150-200%	Single-Family Attached	NE	Owner	1970s	0.106975	0.893025	0	4.4735e-21	3.97758e-38	7.82726e-07
150-200%	Single-Family Attached	NE	Owner	1980s	0	1	0	5.41529e-21	1.25396e-38	9.18737e-07
150-200%	Single-Family Attached	NE	Owner	1990s	0.148552	0.851448	0	7.29886e-21	3.01152e-38	1.30036e-06
150-200%	Single-Family Attached	NE	Owner	2000s	0	1	0	7.53431e-21	2.23381e-38	2.14039e-06
150-200%	Single-Family Attached	NE	Owner	2010s	0.0661353	0.933865	0	6.82797e-21	3.19232e-38	9.82799e-07
150-200%	Single-Family Attached	NE	Owner	<1940	0.146625	0.853375	0	6.63961e-20	5.63344e-58	5.08607e-07
150-200%	Single-Family Attached	NE	Renter	1940s	0	1	0	1.19545	2.2097e-19	3.01427e-07
150-200%	Single-Family Attached	NE	Renter	1950s	0	1	0	0.686745	6.0836	7.13546e-07
150-200%	Single-Family Attached	NE	Renter	1960s	0	1	0	0.614679	5.78565	1.00363e-06
150-200%	Single-Family Attached	NE	Renter	1970s	0	1	0	0.0805442	15.6019	2.1011e-06
150-200%	Single-Family Attached	NE	Renter	1980s	0	1	0	0.0975008	4.91862	1.57555e-06
150-200%	Single-Family Attached	NE	Renter	1990s	0	1	0	0.131414	11.8126	2.0102e-06
150-200%	Single-Family Attached	NE	Renter	2000s	0	1	0	0.135653	8.76203	2.47861e-06
150-200%	Single-Family Attached	NE	Renter	2010s	0	1	0	0.122936	12.5218	1.03129e-06
150-200%	Single-Family Attached	NE	Renter	<1940	0	1	0	1.19545	2.2097e-19	1.5025e-06
150-200%	Single-Family Attached	NH	Not Available	1940s	0	0	1	0.204334	3.75128	0
150-200%	Single-Family Attached	NH	Not Available	1950s	0	0	1	0.979395	1.78156e-19	0
150-200%	Single-Family Attached	NH	Not Available	1960s	0	0	1	0.796199	1.78156e-19	0
150-200%	Single-Family Attached	NH	Not Available	1970s	0	0	1	0.133874	2.72917	0
150-200%	Single-Family Attached	NH	Not Available	1980s	0	0	1	0.274794	8.98083	0
150-200%	Single-Family Attached	NH	Not Available	1990s	0	0	1	0.119782	5.67191	0
150-200%	Single-Family Attached	NH	Not Available	2000s	0	0	1	0.162058	12.1468	0
150-200%	Single-Family Attached	NH	Not Available	2010s	0	0	1	0.0915981	7.30122	0
150-200%	Single-Family Attached	NH	Not Available	<1940	0	0	1	0.204334	9.69418	0
150-200%	Single-Family Attached	NH	Owner	1940s	0.0640652	0.935935	0	1.48142	3.75128	8.99103e-08
150-200%	Single-Family Attached	NH	Owner	1950s	0.0444746	0.955525	0	7.10062	1.78156e-19	2.4512e-07
150-200%	Single-Family Attached	NH	Owner	1960s	0.0293655	0.970634	0	5.77244	1.78156e-19	1.77881e-07
150-200%	Single-Family Attached	NH	Owner	1970s	0.129621	0.870379	0	0.970588	2.72917	8.09882e-07
150-200%	Single-Family Attached	NH	Owner	1980s	0.0449397	0.95506	0	1.99226	8.98083	2.6023e-06
150-200%	Single-Family Attached	NH	Owner	1990s	0.0266205	0.973379	0	0.868421	5.67191	6.44922e-07
150-200%	Single-Family Attached	NH	Owner	2000s	0	1	0	1.17492	12.1468	1.09366e-06
150-200%	Single-Family Attached	NH	Owner	2010s	0	1	0	0.664086	7.30122	4.39159e-07
150-200%	Single-Family Attached	NH	Owner	<1940	0.0640652	0.935935	0	1.48142	9.69418	6.28208e-07
150-200%	Single-Family Attached	NH	Renter	1940s	0.181228	0.818772	0	1.03599e-20	1.14758e-38	8.61567e-08
150-200%	Single-Family Attached	NH	Renter	1950s	0.130818	0.869182	0	4.96559e-20	5.45009e-58	2.82036e-07
150-200%	Single-Family Attached	NH	Renter	1960s	0.0891114	0.910889	0	4.03678e-20	5.45009e-58	1.89383e-07
150-200%	Single-Family Attached	NH	Renter	1970s	0.325036	0.674964	0	6.7875e-21	8.34898e-39	6.55848e-07
150-200%	Single-Family Attached	NH	Renter	1980s	0.132061	0.867939	0	1.39322e-20	2.74738e-38	2.30387e-06
150-200%	Single-Family Attached	NH	Renter	1990s	0.081249	0.918751	0	6.07303e-21	1.73513e-38	5.80672e-07
150-200%	Single-Family Attached	NH	Renter	2000s	0	1	0	8.21645e-21	3.71591e-38	1.31096e-06
150-200%	Single-Family Attached	NH	Renter	2010s	0	1	0	4.64408e-21	2.23356e-38	2.99806e-07
150-200%	Single-Family Attached	NH	Renter	<1940	0.181228	0.818772	0	1.03599e-20	2.96561e-38	8.53453e-07
150-200%	Single-Family Attached	NJ	Not Available	1940s	0	0	1	0.285387	4.60869	0
150-200%	Single-Family Attached	NJ	Not Available	1950s	0	0	1	0.0658585	2.32282e-20	0
150-200%	Single-Family Attached	NJ	Not Available	1960s	0	0	1	0.0878114	6.17805	0
150-200%	Single-Family Attached	NJ	Not Available	1970s	0	0	1	0.105374	13.0094	0
150-200%	Single-Family Attached	NJ	Not Available	1980s	0	0	1	0.0526868	12.7039	0
150-200%	Single-Family Attached	NJ	Not Available	1990s	0	0	1	0.0439057	14.3258	0
150-200%	Single-Family Attached	NJ	Not Available	2000s	0	0	1	0.0526868	15.8448	0
150-200%	Single-Family Attached	NJ	Not Available	2010s	0	0	1	0.0922019	3.15752	0
150-200%	Single-Family Attached	NJ	Not Available	<1940	0	0	1	0.285387	11.9099	0
150-200%	Single-Family Attached	NJ	Owner	1940s	0.165029	0.834971	0	0.00886433	0.0166193	5.6137e-06
150-200%	Single-Family Attached	NJ	Owner	1950s	0.169969	0.830031	0	0.00204561	8.37628e-23	6.3688e-06
150-200%	Single-Family Attached	NJ	Owner	1960s	0.269622	0.730378	0	0.00272748	0.0222786	5.68063e-06
150-200%	Single-Family Attached	NJ	Owner	1970s	0.0617778	0.938222	0	0.00327298	0.0469132	1.15984e-05
150-200%	Single-Family Attached	NJ	Owner	1980s	0	1	0	0.00163649	0.0458115	1.54016e-05
150-200%	Single-Family Attached	NJ	Owner	1990s	0	1	0	0.00136374	0.0516603	1.06547e-05
150-200%	Single-Family Attached	NJ	Owner	2000s	0	1	0	0.00163649	0.0571376	6.11476e-06
150-200%	Single-Family Attached	NJ	Owner	2010s	0	1	0	0.00286386	0.0113863	1.36164e-06
150-200%	Single-Family Attached	NJ	Owner	<1940	0.165029	0.834971	0	0.00886433	0.0429482	1.51358e-05
150-200%	Single-Family Attached	NJ	Renter	1940s	0.218672	0.781328	0	0.1295	4.0718	4.70373e-06
150-200%	Single-Family Attached	NJ	Renter	1950s	0.224785	0.775215	0	0.0298845	2.05222e-20	5.15979e-06
150-200%	Single-Family Attached	NJ	Renter	1960s	0.343285	0.656715	0	0.039846	5.45833	4.37154e-06
150-200%	Single-Family Attached	NJ	Renter	1970s	0.0852867	0.914713	0	0.0478153	11.4939	7.1518e-06
150-200%	Single-Family Attached	NJ	Renter	1980s	0	1	0	0.0239076	11.224	1.12296e-05
150-200%	Single-Family Attached	NJ	Renter	1990s	0	1	0	0.019923	12.6569	9.30248e-06
150-200%	Single-Family Attached	NJ	Renter	2000s	0	1	0	0.0239076	13.9989	7.60721e-06
150-200%	Single-Family Attached	NJ	Renter	2010s	0	1	0	0.0418383	2.78969	2.31788e-06
150-200%	Single-Family Attached	NJ	Renter	<1940	0.218672	0.781328	0	0.1295	10.5225	1.81166e-05
150-200%	Single-Family Attached	NM	Not Available	1940s	0	0	1	8.13823e-20	4.07071e-39	0
150-200%	Single-Family Attached	NM	Not Available	1950s	0	0	1	1.05496e-19	1.91732e-38	0
150-200%	Single-Family Attached	NM	Not Available	1960s	0	0	1	1.53722e-19	6.2169e-58	0
150-200%	Single-Family Attached	NM	Not Available	1970s	0	0	1	3.61699e-20	6.22073e-38	0
150-200%	Single-Family Attached	NM	Not Available	1980s	0	0	1	3.91841e-20	2.81123e-38	0
150-200%	Single-Family Attached	NM	Not Available	1990s	0	0	1	3.91841e-20	1.61725e-38	0
150-200%	Single-Family Attached	NM	Not Available	2000s	0	0	1	6.02832e-20	9.61234e-39	0
150-200%	Single-Family Attached	NM	Not Available	2010s	0	0	1	2.74288e-19	1.48895e-38	0
150-200%	Single-Family Attached	NM	Not Available	<1940	0	0	1	8.13823e-20	1.05196e-38	0
150-200%	Single-Family Attached	NM	Owner	1940s	0.0172094	0.982791	0	6.48859e-20	4.07071e-39	2.04342e-07
150-200%	Single-Family Attached	NM	Owner	1950s	0	1	0	8.41113e-20	1.91732e-38	5.80004e-07
150-200%	Single-Family Attached	NM	Owner	1960s	0.00353449	0.996466	0	1.22562e-19	6.2169e-58	4.07744e-07
150-200%	Single-Family Attached	NM	Owner	1970s	0	1	0	2.88382e-20	6.22073e-38	1.79884e-06
150-200%	Single-Family Attached	NM	Owner	1980s	0.0325765	0.967423	0	3.12413e-20	2.81123e-38	2.09806e-06
150-200%	Single-Family Attached	NM	Owner	1990s	0	1	0	3.12413e-20	1.61725e-38	1.26803e-06
