Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Dependency=Vintage	Option=EF 6.7	Option=EF 10.2	Option=EF 10.5	Option=EF 15.9	Option=EF 17.6	Option=EF 19.9	Option=EF 21.9	Option=None	Option=Void	source_count	source_weight	sampling_probability
Not Available	Single-Family Attached	NY	Not Available	1950s	0	0	0.00079948	0.0973846	0.365604	0.412474	0.123738	0	0	15	54954.6	1.99467e-05
Not Available	Single-Family Attached	NY	Owner	1950s	0	0	0	0	0	0	0	0	1	216	26332.5	0
Not Available	Single-Family Attached	NY	Renter	1950s	0	0	0	0	0	0	0	0	1	18	28622.1	0
0-100%	Single-Family Attached	NY	Not Available	1960s	0	0	0	0	0	0	0	0	1	11	8379.76	0
0-100%	Single-Family Attached	NY	Owner	1960s	0	0	0	0.0544321	0.568062	0.28126	0.00920689	0.0870392	0	13	0	1.03678e-05
0-100%	Single-Family Attached	NY	Renter	1960s	0	0	0	0.023477	0.497381	0.228513	0.027526	0.223103	0	10	8379.76	1.01827e-05
100-150%	Single-Family Attached	NY	Not Available	1960s	0	0	0	0	0	0	0	0	1	12	395.942	0
100-150%	Single-Family Attached	NY	Owner	1960s	0	0	0	0.0119797	0.317099	0.670921	0	0	0	10	395.942	7.84075e-06
100-150%	Single-Family Attached	NY	Renter	1960s	0	0	0.00208817	0.155198	0.431414	0.362798	0.0485019	0	0	12	0	6.00996e-06
150-200%	Single-Family Attached	NY	Not Available	1960s	0	0	0	0	0	0	0	0	1	21	4673.04	0
150-200%	Single-Family Attached	NY	Owner	1960s	0.0539445	0.00964787	0.0285169	0.178115	0.390659	0.308076	0.0310407	0	0	18	4673.04	8.53465e-06
150-200%	Single-Family Attached	NY	Renter	1960s	0	0	0.00208817	0.155198	0.431414	0.362798	0.0485019	0	0	12	0	5.27692e-06
200-300%	Single-Family Attached	NY	Not Available	1960s	0	0	0	0	0	0	0	0	1	34	8456.24	0
200-300%	Single-Family Attached	NY	Owner	1960s	0	0	0.0017893	0.147215	0.325811	0.478287	0.0468983	0	0	31	8456.24	2.15843e-05
200-300%	Single-Family Attached	NY	Renter	1960s	0	0	0	0.00778072	0.426086	0.485588	0.0805453	0	0	18	0	9.11832e-06
300-400%	Single-Family Attached	NY	Not Available	1960s	0	0	0	0	0	0	0	0	1	34	4111.02	0
300-400%	Single-Family Attached	NY	Owner	1960s	0.0158891	0.00174865	0.0061524	0.0813567	0.398169	0.460411	0.0362733	0	0	30	4111.02	2.1414e-05
300-400%	Single-Family Attached	NY	Renter	1960s	0	0	0	0.0153354	0.539496	0.392925	0.0522434	0	0	10	0	6.59241e-06
400%+	Single-Family Attached	NY	Not Available	1960s	0	0	0	0	0	0	0	0	1	11	22564.2	0
400%+	Single-Family Attached	NY	Owner	1960s	0.0642016	0.0104988	0.0275193	0.102602	0.351421	0.413606	0.030151	0	0	114	14180.8	9.92789e-05
400%+	Single-Family Attached	NY	Renter	1960s	0	0	0	0.0581692	0.658953	0.217375	0.0655027	0	0	15	8383.4	1.37557e-05
Not Available	Single-Family Attached	NY	Not Available	1960s	0.035126	0.00628222	0.0154322	0.0197062	0.418076	0.404666	0.0402571	0.0604545	0	20	48580.2	1.41311e-05
Not Available	Single-Family Attached	NY	Owner	1960s	0	0	0	0	0	0	0	0	1	13	31817.1	0
Not Available	Single-Family Attached	NY	Renter	1960s	0	0	0	0	0	0	0	0	1	12	16763.2	0
0-100%	Single-Family Attached	NY	Not Available	1970s	0	0	0	0	0	0	0	0	1	12	0	0
0-100%	Single-Family Attached	NY	Owner	1970s	0	0	0	0.0544321	0.568062	0.28126	0.00920689	0.0870392	0	13	0	1.25181e-05
0-100%	Single-Family Attached	NY	Renter	1970s	0	0	0	0.023477	0.497381	0.228513	0.027526	0.223103	0	10	0	1.36736e-05
100-150%	Single-Family Attached	NY	Not Available	1970s	0	0	0	0	0	0	0	0	1	12	0	0
100-150%	Single-Family Attached	NY	Owner	1970s	0	0	0.00143011	0.183134	0.363688	0.451748	0	0	0	11	0	9.85912e-06
100-150%	Single-Family Attached	NY	Renter	1970s	0	0	0.00208817	0.155198	0.431414	0.362798	0.0485019	0	0	12	0	7.69383e-06
150-200%	Single-Family Attached	NY	Not Available	1970s	0	0	0	0	0	0	0	0	1	12	0	0
150-200%	Single-Family Attached	NY	Owner	1970s	0.0301611	0.00539426	0.0159442	0.129051	0.385715	0.414598	0.0191364	0	0	28	0	1.02887e-05
150-200%	Single-Family Attached	NY	Renter	1970s	0	0	0.00208817	0.155198	0.431414	0.362798	0.0485019	0	0	12	0	6.89345e-06
200-300%	Single-Family Attached	NY	Not Available	1970s	0	0	0	0	0	0	0	0	1	11	5445.57	0
200-300%	Single-Family Attached	NY	Owner	1970s	0.0515587	0.00805214	0.0231407	0.171956	0.318025	0.387654	0.0396129	0	0	39	5445.57	2.80422e-05
200-300%	Single-Family Attached	NY	Renter	1970s	0	0	0	0.00778072	0.426086	0.485588	0.0805453	0	0	18	0	1.21858e-05
300-400%	Single-Family Attached	NY	Not Available	1970s	0	0	0	0	0	0	0	0	1	47	14339.3	0
300-400%	Single-Family Attached	NY	Owner	1970s	0.0804968	0.0104412	0.0302247	0.062775	0.303017	0.440256	0.0727891	0	0	41	11240.8	2.867e-05
300-400%	Single-Family Attached	NY	Renter	1970s	0	0	0	0.0153354	0.539496	0.392925	0.0522434	0	0	10	3098.47	8.92256e-06
400%+	Single-Family Attached	NY	Not Available	1970s	0	0	0	0	0	0	0	0	1	98	9410.46	0
400%+	Single-Family Attached	NY	Owner	1970s	0.0634692	0.00843255	0.0254684	0.100897	0.328962	0.432398	0.0403736	0	0	94	6626.86	0.000119205
400%+	Single-Family Attached	NY	Renter	1970s	0	0	0	0.0581692	0.658953	0.217375	0.0655027	0	0	15	2783.6	1.70715e-05
Not Available	Single-Family Attached	NY	Not Available	1970s	0.0242526	0.00433752	0.0124813	0.146062	0.313321	0.386757	0.0710393	0.0417483	0	24	29195.4	2.10646e-05
Not Available	Single-Family Attached	NY	Owner	1970s	0	0	0	0	0	0	0	0	1	15	23313.3	0
Not Available	Single-Family Attached	NY	Renter	1970s	0	0	0	0	0	0	0	0	1	13	5882.08	0
0-100%	Single-Family Attached	NY	Not Available	1980s	0	0	0	0	0	0	0	0	1	14	6859.07	0
0-100%	Single-Family Attached	NY	Owner	1980s	0.0358929	0.00641937	0.0161994	0.076855	0.441712	0.358911	0.0321034	0.0319073	0	47	0	1.52645e-05
0-100%	Single-Family Attached	NY	Renter	1980s	0	0	0.000574748	0.072278	0.51552	0.288687	0.0293969	0.093543	0	22	6859.07	1.41174e-05
100-150%	Single-Family Attached	NY	Not Available	1980s	0	0	0	0	0	0	0	0	1	22	0	0
100-150%	Single-Family Attached	NY	Owner	1980s	0.0537603	0.00961493	0.0242112	0.101923	0.392357	0.354793	0.0633404	0	0	15	0	1.27668e-05
100-150%	Single-Family Attached	NY	Renter	1980s	0	0	0.00110237	0.0929653	0.531978	0.353155	0.0207992	0	0	14	0	9.12221e-06
150-200%	Single-Family Attached	NY	Not Available	1980s	0	0	0	0	0	0	0	0	1	12	10394.5	0
150-200%	Single-Family Attached	NY	Owner	1980s	0.0719187	0.0128625	0.0315967	0.0602376	0.477372	0.346012	0	0	0	12	10394.5	1.4346e-05
150-200%	Single-Family Attached	NY	Renter	1980s	0	0	0.00110237	0.0929653	0.531978	0.353155	0.0207992	0	0	14	0	8.28505e-06
200-300%	Single-Family Attached	NY	Not Available	1980s	0	0	0	0	0	0	0	0	1	13	17775.9	0
200-300%	Single-Family Attached	NY	Owner	1980s	0.0963682	0.0172353	0.0423383	0.0681361	0.418898	0.357024	0	0	0	10	9209.03	3.60372e-05
200-300%	Single-Family Attached	NY	Renter	1980s	0	0	0.000417999	0.0313955	0.514685	0.450539	0.00296211	0	0	10	8566.89	1.45059e-05
300-400%	Single-Family Attached	NY	Not Available	1980s	0	0	0	0	0	0	0	0	1	31	3462.3	0
300-400%	Single-Family Attached	NY	Owner	1980s	0	0	0.00101754	0.0908881	0.315601	0.50413	0.0563663	0.0319978	0	27	0	3.59207e-05
300-400%	Single-Family Attached	NY	Renter	1980s	0	0	0.000287851	0.0216202	0.470925	0.487197	0.0199691	0	0	14	3462.3	1.14806e-05
400%+	Single-Family Attached	NY	Not Available	1980s	0	0	0	0	0	0	0	0	1	18	40477.9	0
400%+	Single-Family Attached	NY	Owner	1980s	0	0	0	0.0180607	0.338409	0.540234	0.103297	0	0	17	33172.4	0.000178623
400%+	Single-Family Attached	NY	Renter	1980s	0.0128836	0.00141789	0.00484046	0.0573263	0.338499	0.50812	0.0769132	0	0	13	7305.48	2.96696e-05
Not Available	Single-Family Attached	NY	Not Available	1980s	0.0280619	0.00501882	0.0123287	0.00718322	0.326832	0.523265	0.0973104	0	0	14	78969.7	3.2746e-05
Not Available	Single-Family Attached	NY	Owner	1980s	0	0	0	0	0	0	0	0	1	10	52775.9	0
Not Available	Single-Family Attached	NY	Renter	1980s	0	0	0	0	0	0	0	0	1	14	26193.7	0
0-100%	Single-Family Attached	NY	Not Available	1990s	0	0	0	0	0	0	0	0	1	17	0	0
0-100%	Single-Family Attached	NY	Owner	1990s	0.0358929	0.00641937	0.0161994	0.076855	0.441712	0.358911	0.0321034	0.0319073	0	47	0	1.22162e-05
0-100%	Single-Family Attached	NY	Renter	1990s	0	0	0.000574748	0.072278	0.51552	0.288687	0.0293969	0.093543	0	22	0	1.20857e-05
100-150%	Single-Family Attached	NY	Not Available	1990s	0	0	0	0	0	0	0	0	1	11	3960.85	0
100-150%	Single-Family Attached	NY	Owner	1990s	0.0537603	0.00961493	0.0242112	0.101923	0.392357	0.354793	0.0633404	0	0	15	0	1.03089e-05
100-150%	Single-Family Attached	NY	Renter	1990s	0	0	0.00110237	0.0929653	0.531978	0.353155	0.0207992	0	0	14	3960.85	7.38369e-06
150-200%	Single-Family Attached	NY	Not Available	1990s	0	0	0	0	0	0	0	0	1	11	9887.58	0
150-200%	Single-Family Attached	NY	Owner	1990s	0.0489866	0.00876115	0.0221481	0.100761	0.471234	0.332486	0.0156222	0	0	23	1695.61	1.13037e-05
150-200%	Single-Family Attached	NY	Renter	1990s	0	0	0.00110237	0.0929653	0.531978	0.353155	0.0207992	0	0	14	8191.96	6.73369e-06
200-300%	Single-Family Attached	NY	Not Available	1990s	0	0	0	0	0	0	0	0	1	18	14151.7	0
200-300%	Single-Family Attached	NY	Owner	1990s	0.0319472	0.0057137	0.0143251	0.0126672	0.245877	0.586111	0.103359	0	0	16	7962.55	2.77348e-05
200-300%	Single-Family Attached	NY	Renter	1990s	0	0	0.000417999	0.0313955	0.514685	0.450539	0.00296211	0	0	10	6189.13	1.16755e-05
300-400%	Single-Family Attached	NY	Not Available	1990s	0	0	0	0	0	0	0	0	1	20	12035.2	0
300-400%	Single-Family Attached	NY	Owner	1990s	0.0414514	0.00479095	0.018503	0.145083	0.294606	0.430866	0.064699	0	0	20	12035.2	2.7616e-05
300-400%	Single-Family Attached	NY	Renter	1990s	0	0	0.000287851	0.0216202	0.470925	0.487197	0.0199691	0	0	14	0	8.98128e-06
400%+	Single-Family Attached	NY	Not Available	1990s	0	0	0	0	0	0	0	0	1	16	38440.6	0
400%+	Single-Family Attached	NY	Owner	1990s	0	0	0.00102942	0.166308	0.417229	0.347465	0.0679688	0	0	15	38440.6	0.000131406
400%+	Single-Family Attached	NY	Renter	1990s	0.0128836	0.00141789	0.00484046	0.0573263	0.338499	0.50812	0.0769132	0	0	13	0	2.2451e-05
Not Available	Single-Family Attached	NY	Not Available	1990s	0	0	0	0.0573989	0.463979	0.4257	0.052922	0	0	12	78475.8	2.27458e-05
Not Available	Single-Family Attached	NY	Owner	1990s	0	0	0	0	0	0	0	0	1	10	60133.9	0
Not Available	Single-Family Attached	NY	Renter	1990s	0	0	0	0	0	0	0	0	1	10	18341.9	0
0-100%	Single-Family Attached	NY	Not Available	2000s	0	0	0	0	0	0	0	0	1	10	10080.6	0
0-100%	Single-Family Attached	NY	Owner	2000s	0	0	0	0.0971673	0.429601	0.421582	0.0516499	0	0	25	0	7.77695e-06
0-100%	Single-Family Attached	NY	Renter	2000s	0.0891457	0.0159435	0.0391652	0.0396843	0.61058	0.195534	0.0099472	0	0	11	10080.6	9.81423e-06
100-150%	Single-Family Attached	NY	Not Available	2000s	0	0	0	0	0	0	0	0	1	10	8607.52	0
100-150%	Single-Family Attached	NY	Owner	2000s	0	0	0	0.135466	0.477201	0.365166	0.0221658	0	0	17	3278.88	6.82142e-06
100-150%	Single-Family Attached	NY	Renter	2000s	0.0891457	0.0159435	0.0391652	0.0396843	0.61058	0.195534	0.0099472	0	0	11	5328.64	5.77477e-06
150-200%	Single-Family Attached	NY	Not Available	2000s	0	0	0	0	0	0	0	0	1	12	4859.45	0
150-200%	Single-Family Attached	NY	Owner	2000s	0	0	0	0.135466	0.477201	0.365166	0.0221658	0	0	17	926.358	7.47226e-06
150-200%	Single-Family Attached	NY	Renter	2000s	0.0891457	0.0159435	0.0391652	0.0396843	0.61058	0.195534	0.0099472	0	0	11	3933.09	5.39327e-06
200-300%	Single-Family Attached	NY	Not Available	2000s	0	0	0	0	0	0	0	0	1	21	1218.47	0
200-300%	Single-Family Attached	NY	Owner	2000s	0	0	0	0.0487059	0.264012	0.612095	0.0751863	0	0	17	0	2.02643e-05
200-300%	Single-Family Attached	NY	Renter	2000s	0	0	0	0	0.431264	0.475251	0.0934845	0	0	10	1218.47	9.84784e-06
300-400%	Single-Family Attached	NY	Not Available	2000s	0	0	0	0	0	0	0	0	1	17	0	0
300-400%	Single-Family Attached	NY	Owner	2000s	0	0	0.00525736	0.197422	0.385419	0.387488	0.0244134	0	0	15	0	2.17961e-05
300-400%	Single-Family Attached	NY	Renter	2000s	0	0	0	0	0.431264	0.475251	0.0934845	0	0	10	0	7.90502e-06
400%+	Single-Family Attached	NY	Not Available	2000s	0	0	0	0	0	0	0	0	1	23	11578	0
400%+	Single-Family Attached	NY	Owner	2000s	0	0	0	0.0711822	0.400259	0.473044	0.0555151	0	0	21	11578	0.000119847
400%+	Single-Family Attached	NY	Renter	2000s	0	0	0	0.0782395	0.673555	0.213946	0.0342592	0	0	16	0	2.09248e-05
Not Available	Single-Family Attached	NY	Not Available	2000s	0	0	0	0.052215	0.464265	0.434337	0.0491834	0	0	33	36344.1	1.96409e-05
Not Available	Single-Family Attached	NY	Owner	2000s	0	0	0	0	0	0	0	0	1	24	15783.3	0
Not Available	Single-Family Attached	NY	Renter	2000s	0	0	0	0	0	0	0	0	1	11	20560.8	0
0-100%	Single-Family Attached	NY	Not Available	2010s	0	0	0	0	0	0	0	0	1	14	0	0
0-100%	Single-Family Attached	NY	Owner	2010s	0	0	0	0.0971673	0.429601	0.421582	0.0516499	0	0	25	0	2.11589e-06
0-100%	Single-Family Attached	NY	Renter	2010s	0.0891457	0.0159435	0.0391652	0.0396843	0.61058	0.195534	0.0099472	0	0	11	0	3.21529e-06
100-150%	Single-Family Attached	NY	Not Available	2010s	0	0	0	0	0	0	0	0	1	10	0	0
100-150%	Single-Family Attached	NY	Owner	2010s	0	0	0	0.135466	0.477201	0.365166	0.0221658	0	0	17	0	1.448e-06
100-150%	Single-Family Attached	NY	Renter	2010s	0.0891457	0.0159435	0.0391652	0.0396843	0.61058	0.195534	0.0099472	0	0	11	0	2.0864e-06
150-200%	Single-Family Attached	NY	Not Available	2010s	0	0	0	0	0	0	0	0	1	12	1774.79	0
150-200%	Single-Family Attached	NY	Owner	2010s	0	0	0	0.135466	0.477201	0.365166	0.0221658	0	0	17	0	1.67858e-06
150-200%	Single-Family Attached	NY	Renter	2010s	0.0891457	0.0159435	0.0391652	0.0396843	0.61058	0.195534	0.0099472	0	0	11	1774.79	1.97332e-06
200-300%	Single-Family Attached	NY	Not Available	2010s	0	0	0	0	0	0	0	0	1	10	7536.09	0
200-300%	Single-Family Attached	NY	Owner	2010s	0	0	0	0.050378	0.289842	0.579872	0.079908	0	0	24	3352.09	5.23973e-06
200-300%	Single-Family Attached	NY	Renter	2010s	0	0	0	0	0.431264	0.475251	0.0934845	0	0	10	4184	3.84718e-06
300-400%	Single-Family Attached	NY	Not Available	2010s	0	0	0	0	0	0	0	0	1	12	2805.34	0
300-400%	Single-Family Attached	NY	Owner	2010s	0	0	0	0	0.255219	0.636164	0.108617	0	0	11	2805.34	5.75081e-06
300-400%	Single-Family Attached	NY	Renter	2010s	0	0	0	0	0.431264	0.475251	0.0934845	0	0	10	0	3.25238e-06
400%+	Single-Family Attached	NY	Not Available	2010s	0	0	0	0	0	0	0	0	1	14	22710.1	0
400%+	Single-Family Attached	NY	Owner	2010s	0	0	0	0.037078	0.268861	0.644825	0.049236	0	0	10	10462.8	3.81497e-05
400%+	Single-Family Attached	NY	Renter	2010s	0	0	0	0.0782395	0.673555	0.213946	0.0342592	0	0	16	12247.3	9.71048e-06
Not Available	Single-Family Attached	NY	Not Available	2010s	0	0	0	0.0224286	0.394364	0.518705	0.0645027	0	0	21	34826.3	7.55255e-06
Not Available	Single-Family Attached	NY	Owner	2010s	0	0	0	0	0	0	0	0	1	15	16620.2	0
Not Available	Single-Family Attached	NY	Renter	2010s	0	0	0	0	0	0	0	0	1	10	18206.1	0
0-100%	Single-Family Attached	NY	Not Available	<1940	0	0	0	0	0	0	0	0	1	30	6560.25	0
0-100%	Single-Family Attached	NY	Owner	<1940	0.0289583	0.00517914	0.0127225	0.0304519	0.416862	0.481613	0.0242138	0	0	20	6560.25	4.05139e-05
0-100%	Single-Family Attached	NY	Renter	<1940	0	0	0	0.0224834	0.633582	0.313978	0.0299563	0	0	10	0	4.96896e-05
100-150%	Single-Family Attached	NY	Not Available	<1940	0	0	0	0	0	0	0	0	1	30	12341.5	0
100-150%	Single-Family Attached	NY	Owner	<1940	0.0346178	0.00595432	0.015646	0.114492	0.388454	0.432173	0.00866219	0	0	24	23.7117	3.08349e-05
100-150%	Single-Family Attached	NY	Renter	<1940	0.14936	0.0267127	0.0682324	0.113624	0.513689	0.126011	0.0023713	0	0	10	12317.7	2.63221e-05
150-200%	Single-Family Attached	NY	Not Available	<1940	0	0	0	0	0	0	0	0	1	49	3916.67	0
150-200%	Single-Family Attached	NY	Owner	<1940	0.0964964	0.014817	0.0407588	0.117801	0.344699	0.381567	0.00386114	0	0	42	1107.01	3.15125e-05
150-200%	Single-Family Attached	NY	Renter	<1940	0.102134	0.0182665	0.0480449	0.104538	0.461792	0.245774	0.0194511	0	0	18	2809.66	2.08461e-05
200-300%	Single-Family Attached	NY	Not Available	<1940	0	0	0	0	0	0	0	0	1	22	19134.8	0
200-300%	Single-Family Attached	NY	Owner	<1940	0	0	0.000933048	0.0686128	0.452527	0.420167	0.0577596	0	0	13	11915.3	6.99944e-05
200-300%	Single-Family Attached	NY	Renter	<1940	0	0	0.00141191	0.152023	0.432088	0.325748	0.0887287	0	0	14	7219.43	3.26527e-05
300-400%	Single-Family Attached	NY	Not Available	<1940	0	0	0	0	0	0	0	0	1	12	6811.98	0
300-400%	Single-Family Attached	NY	Owner	<1940	0.00485143	0.00086767	0.00817387	0.185777	0.416932	0.332897	0.0505005	0	0	10	6811.98	6.44142e-05
300-400%	Single-Family Attached	NY	Renter	<1940	0	0	0	0.042035	0.577239	0.327966	0.0527594	0	0	10	0	2.29837e-05
400%+	Single-Family Attached	NY	Not Available	<1940	0	0	0	0	0	0	0	0	1	30	37731.6	0
400%+	Single-Family Attached	NY	Owner	<1940	0.0252309	0.0045125	0.0118857	0.111538	0.318528	0.469912	0.0583934	0	0	21	30664.6	0.000358327
400%+	Single-Family Attached	NY	Renter	<1940	0.0566356	0.0101292	0.0259887	0.10074	0.511637	0.285009	0.00986046	0	0	19	7066.99	5.68914e-05
Not Available	Single-Family Attached	NY	Not Available	<1940	0.0503279	0.00900105	0.022111	0.049732	0.410478	0.383577	0.0747728	0	0	13	86496.7	7.42869e-05
Not Available	Single-Family Attached	NY	Owner	<1940	0	0	0	0	0	0	0	0	1	42	57082.9	0
Not Available	Single-Family Attached	NY	Renter	<1940	0	0	0	0	0	0	0	0	1	23	29413.8	0
0-100%	Single-Family Attached	OH	Not Available	1940s	0	0	0	0	0	0	0	0	1	34	3426.71	0
0-100%	Single-Family Attached	OH	Owner	1940s	0.0355545	0.00635886	0.0156205	0.0401163	0.407396	0.439756	0.0551976	0	0	17	0	3.20266e-06
0-100%	Single-Family Attached	OH	Renter	1940s	0.00901335	0.00161202	0.00395992	0.0492921	0.562135	0.316208	0.0137916	0.043988	0	17	3426.71	1.24293e-05
100-150%	Single-Family Attached	OH	Not Available	1940s	0	0	0	0	0	0	0	0	1	48	1491.85	0
100-150%	Single-Family Attached	OH	Owner	1940s	0.0236132	0.00422317	0.0131926	0.191488	0.29885	0.437237	0.0313962	0	0	40	176.11	2.5458e-06
100-150%	Single-Family Attached	OH	Renter	1940s	0.0795948	0.00997996	0.0290662	0.114331	0.48956	0.250327	0.0271408	0	0	12	1315.74	5.71496e-06
150-200%	Single-Family Attached	OH	Not Available	1940s	0	0	0	0	0	0	0	0	1	52	2081.38	0
150-200%	Single-Family Attached	OH	Owner	1940s	0.0622938	0.00982343	0.0296636	0.237125	0.289323	0.308617	0.0290782	0.0340769	0	46	2081.38	2.46735e-06
150-200%	Single-Family Attached	OH	Renter	1940s	0.140664	0.0191754	0.053501	0.131147	0.353515	0.253681	0.0483172	0	0	21	0	4.76364e-06
200-300%	Single-Family Attached	OH	Not Available	1940s	0	0	0	0	0	0	0	0	1	110	0	0
200-300%	Single-Family Attached	OH	Owner	1940s	0.0545732	0.00871362	0.0232058	0.10261	0.377497	0.392837	0.0249484	0.0156161	0	102	0	5.19749e-06
200-300%	Single-Family Attached	OH	Renter	1940s	0.0117042	0.00209327	0.00566948	0.132921	0.680528	0.167083	0	0	0	11	0	7.04429e-06
300-400%	Single-Family Attached	OH	Not Available	1940s	0	0	0	0	0	0	0	0	1	70	1379.12	0
300-400%	Single-Family Attached	OH	Owner	1940s	0.0188721	0.00337523	0.0090205	0.146765	0.355146	0.403098	0.0626978	0.00102532	0	66	0	4.33903e-06
300-400%	Single-Family Attached	OH	Renter	1940s	0.011979	0.00214242	0.00674875	0.151564	0.583801	0.243765	0	0	0	18	1379.12	4.05842e-06
400%+	Single-Family Attached	OH	Not Available	1940s	0	0	0	0	0	0	0	0	1	135	2953.05	0
400%+	Single-Family Attached	OH	Owner	1940s	0.0245213	0.00438558	0.01088	0.076813	0.355976	0.471968	0.0503959	0.00506047	0	129	0	1.09427e-05
400%+	Single-Family Attached	OH	Renter	1940s	0	0	0.00251801	0.096807	0.465847	0.399279	0.0355488	0	0	12	2953.05	4.96702e-06
Not Available	Single-Family Attached	OH	Not Available	1940s	0.0967435	0.0173024	0.0444503	0.170654	0.334315	0.241329	0.0128226	0.0823829	0	12	11332.1	1.17727e-05
Not Available	Single-Family Attached	OH	Owner	1940s	0	0	0	0	0	0	0	0	1	289	2257.49	0
Not Available	Single-Family Attached	OH	Renter	1940s	0	0	0	0	0	0	0	0	1	38	9074.63	0
0-100%	Single-Family Attached	OH	Not Available	1950s	0	0	0	0	0	0	0	0	1	34	0	0
0-100%	Single-Family Attached	OH	Owner	1950s	0.0204647	0.00366007	0.0103535	0.108271	0.357804	0.435401	0.00396392	0.0600823	0	22	0	4.75537e-06
0-100%	Single-Family Attached	OH	Renter	1950s	0.0376819	0.00414704	0.0129592	0.0142495	0.564891	0.305519	0	0.0605517	0	12	0	1.48678e-05
100-150%	Single-Family Attached	OH	Not Available	1950s	0	0	0	0	0	0	0	0	1	29	0	0
100-150%	Single-Family Attached	OH	Owner	1950s	0.0352399	0.00387829	0.0127129	0.0973858	0.270372	0.504112	0.0762991	0	0	25	0	3.74139e-06
100-150%	Single-Family Attached	OH	Renter	1950s	0.0795948	0.00997996	0.0290662	0.114331	0.48956	0.250327	0.0271408	0	0	12	0	7.72436e-06
150-200%	Single-Family Attached	OH	Not Available	1950s	0	0	0	0	0	0	0	0	1	30	0	0
150-200%	Single-Family Attached	OH	Owner	1950s	0.00760679	0.000837157	0.00356616	0.160402	0.454384	0.34469	0.0285132	0	0	27	0	3.67727e-06
150-200%	Single-Family Attached	OH	Renter	1950s	0.140664	0.0191754	0.053501	0.131147	0.353515	0.253681	0.0483172	0	0	21	0	6.57114e-06
200-300%	Single-Family Attached	OH	Not Available	1950s	0	0	0	0	0	0	0	0	1	54	0	0
200-300%	Single-Family Attached	OH	Owner	1950s	0.0255969	0.00372918	0.0108899	0.0910786	0.366239	0.437916	0.0645505	0	0	51	0	7.73117e-06
200-300%	Single-Family Attached	OH	Renter	1950s	0.0117042	0.00209327	0.00566948	0.132921	0.680528	0.167083	0	0	0	11	0	9.9665e-06
300-400%	Single-Family Attached	OH	Not Available	1950s	0	0	0	0	0	0	0	0	1	50	0	0
300-400%	Single-Family Attached	OH	Owner	1950s	0.0491517	0.00770135	0.0230537	0.149439	0.310932	0.408053	0.051669	0	0	47	0	6.51554e-06
300-400%	Single-Family Attached	OH	Renter	1950s	0.011979	0.00214242	0.00674875	0.151564	0.583801	0.243765	0	0	0	18	0	6.00268e-06
400%+	Single-Family Attached	OH	Not Available	1950s	0	0	0	0	0	0	0	0	1	107	0	0
400%+	Single-Family Attached	OH	Owner	1950s	0.0596345	0.00865455	0.024777	0.114861	0.291852	0.439396	0.0525973	0.00822742	0	101	0	1.63078e-05
400%+	Single-Family Attached	OH	Renter	1950s	0	0	0.00251801	0.096807	0.465847	0.399279	0.0355488	0	0	12	0	7.41238e-06
Not Available	Single-Family Attached	OH	Not Available	1950s	0	0	0.00140199	0.116683	0.521719	0.231555	0	0.12864	0	10	0	1.41781e-05
Not Available	Single-Family Attached	OH	Owner	1950s	0	0	0	0	0	0	0	0	1	193	0	0
Not Available	Single-Family Attached	OH	Renter	1950s	0	0	0	0	0	0	0	0	1	24	0	0
0-100%	Single-Family Attached	OH	Not Available	1960s	0	0	0	0	0	0	0	0	1	21	0	0
0-100%	Single-Family Attached	OH	Owner	1960s	0	0	0	0.0107379	0.393807	0.504494	0.0909611	0	0	12	0	3.72856e-06
0-100%	Single-Family Attached	OH	Renter	1960s	0.0317035	0.00567011	0.0150704	0.0862568	0.429208	0.279463	0	0.152628	0	10	0	1.07433e-05
100-150%	Single-Family Attached	OH	Not Available	1960s	0	0	0	0	0	0	0	0	1	26	0	0
100-150%	Single-Family Attached	OH	Owner	1960s	0	0	0.000894792	0.110482	0.45223	0.428589	0.00780404	0	0	17	0	3.09349e-06
100-150%	Single-Family Attached	OH	Renter	1960s	1.75299e-06	3.1352e-07	7.70159e-07	0.00784626	0.572944	0.411854	0	0.00735258	0	18	0	5.97788e-06
