Dependency=Clothes Washer Presence	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Dependency=Tenure	Option=Electric	Option=Gas	Option=None	Option=Propane	Option=Void	source_count	source_weight	sampling_probability
None	Not Available	Single-Family Attached	Propane	KS	Not Available	0	0	1	0	0	0.972677	5.11993e-17	0
None	Not Available	Single-Family Attached	Propane	KS	Owner	0	0	0	0	1	2.15537	6.26767e-18	0
None	Not Available	Single-Family Attached	Propane	KS	Renter	0	0	0	0	1	2.36079	2.16396e-17	0
None	Not Available	Single-Family Attached	Propane	KY	Not Available	0	0	1	0	0	8.17802	5.39146e-17	2.96594e-08
None	Not Available	Single-Family Attached	Propane	KY	Owner	0	0	0	0	1	1.14291	6.75801e-18	0
None	Not Available	Single-Family Attached	Propane	KY	Renter	0	0	0	0	1	3.19739	2.24964e-17	0
None	Not Available	Single-Family Attached	Propane	LA	Not Available	0	0	1	0	0	2.85988	5.33761e-17	6.77607e-08
None	Not Available	Single-Family Attached	Propane	LA	Owner	0	0	0	0	1	4.02602	1.22588e-17	0
None	Not Available	Single-Family Attached	Propane	LA	Renter	0	0	0	0	1	4.93338	1.44753e-17	0
None	Not Available	Single-Family Attached	Propane	MA	Not Available	0	0	1	0	0	6.99097	3.90253e-17	7.31945e-08
None	Not Available	Single-Family Attached	Propane	MA	Owner	0	0	0	0	1	4.96853	2.71256e-17	0
None	Not Available	Single-Family Attached	Propane	MA	Renter	0	0	0	0	1	0.590783	1.0791e-18	0
None	Not Available	Single-Family Attached	Propane	MD	Not Available	0	0	1	0	0	6.7234	4.74167e-17	2.72899e-07
None	Not Available	Single-Family Attached	Propane	MD	Owner	0	0	0	0	1	3.6805	2.52607e-17	0
None	Not Available	Single-Family Attached	Propane	MD	Renter	0	0	0	0	1	0.454015	3.45951e-18	0
None	Not Available	Single-Family Attached	Propane	ME	Not Available	0	0	1	0	0	1.91332	4.60951e-17	0
None	Not Available	Single-Family Attached	Propane	ME	Owner	0	0	0	0	1	1.15901	2.8585e-17	0
None	Not Available	Single-Family Attached	Propane	ME	Renter	0	0	0	0	1	0.969609	2.08178e-18	0
None	Not Available	Single-Family Attached	Propane	MI	Not Available	0	0	1	0	0	6.27395	5.12745e-17	1.28356e-07
None	Not Available	Single-Family Attached	Propane	MI	Owner	0	0	0	0	1	1.95389	1.52298e-17	0
None	Not Available	Single-Family Attached	Propane	MI	Renter	0	0	0	0	1	1.22342	1.06151e-17	0
None	Not Available	Single-Family Attached	Propane	MN	Not Available	0	0	1	0	0	2.66626	4.85807e-17	0
None	Not Available	Single-Family Attached	Propane	MN	Owner	0	0	0	0	1	1.48123	2.66551e-17	0
None	Not Available	Single-Family Attached	Propane	MN	Renter	0	0	0	0	1	1.38258	3.26573e-18	0
None	Not Available	Single-Family Attached	Propane	MO	Not Available	0	0	1	0	0	1.68814	5.40685e-17	0
None	Not Available	Single-Family Attached	Propane	MO	Owner	0	0	0	0	1	0.561849	1.71524e-17	0
None	Not Available	Single-Family Attached	Propane	MO	Renter	0	0	0	0	1	1.87681	1.03142e-17	0
None	Not Available	Single-Family Attached	Propane	MS	Not Available	0	0	1	0	0	10.5271	4.90798e-17	7.85075e-08
None	Not Available	Single-Family Attached	Propane	MS	Owner	0	0	0	0	1	3.41217	2.37545e-17	0
None	Not Available	Single-Family Attached	Propane	MS	Renter	0	0	0	0	1	1.71091	4.54474e-18	0
None	Not Available	Single-Family Attached	Propane	MT	Not Available	0	0	1	0	0	2.59871	5.06325e-17	0
None	Not Available	Single-Family Attached	Propane	MT	Owner	0	0	0	0	1	5.4103	7.62848e-18	0
None	Not Available	Single-Family Attached	Propane	MT	Renter	0	0	0	0	1	4.91457	1.89545e-17	0
None	Not Available	Single-Family Attached	Propane	NC	Not Available	0	0	1	0	0	5.47573	5.19483e-17	2.66697e-07
None	Not Available	Single-Family Attached	Propane	NC	Owner	0	0	0	0	1	1.13869	9.39896e-18	0
None	Not Available	Single-Family Attached	Propane	NC	Renter	0	0	0	0	1	1.60825	1.7154e-17	0
None	Not Available	Single-Family Attached	Propane	ND	Not Available	0	0	1	0	0	4.03467	5.25782e-17	0
None	Not Available	Single-Family Attached	Propane	ND	Owner	0	0	0	0	1	1.55062	1.93118e-17	0
None	Not Available	Single-Family Attached	Propane	ND	Renter	0	0	0	0	1	0.581508	8.15995e-18	0
None	Not Available	Single-Family Attached	Propane	NE	Not Available	0	0	1	0	0	0.7612	4.94774e-17	0
None	Not Available	Single-Family Attached	Propane	NE	Owner	0	0	0	0	1	2.30619	7.24631e-18	0
None	Not Available	Single-Family Attached	Propane	NE	Renter	0	0	0	0	1	2.19282	1.8854e-17	0
None	Not Available	Single-Family Attached	Propane	NH	Not Available	0	0	1	0	0	3.116	4.34023e-17	0
None	Not Available	Single-Family Attached	Propane	NH	Owner	0	0	0	0	1	1.8509	2.61876e-17	0
None	Not Available	Single-Family Attached	Propane	NH	Renter	0	0	0	0	1	1.26842	2.16283e-18	0
None	Not Available	Single-Family Attached	Propane	NJ	Not Available	0	0	1	0	0	4.79302	4.80583e-17	2.02117e-07
None	Not Available	Single-Family Attached	Propane	NJ	Owner	0	0	0	0	1	2.28738	2.08731e-17	0
None	Not Available	Single-Family Attached	Propane	NJ	Renter	0	0	0	0	1	0.450828	5.58712e-18	0
None	Not Available	Single-Family Attached	Propane	NM	Not Available	0	0	1	0	0	3.62698	4.36633e-17	3.81834e-08
None	Not Available	Single-Family Attached	Propane	NM	Owner	0	0	0	0	1	1.94969	9.38462e-19	0
None	Not Available	Single-Family Attached	Propane	NM	Renter	0	0	0	0	1	2.57937	3.17992e-17	0
None	Not Available	Single-Family Attached	Propane	NV	Not Available	0	0	1	0	0	6.39029	5.27713e-17	0
None	Not Available	Single-Family Attached	Propane	NV	Owner	0	0	0	0	1	2.15585	1.8045e-17	0
None	Not Available	Single-Family Attached	Propane	NV	Renter	0	0	0	0	1	1.12263	9.09892e-18	0
None	Not Available	Single-Family Attached	Propane	NY	Not Available	0	0	1	0	0	5.35155	5.013e-17	1.68568e-06
None	Not Available	Single-Family Attached	Propane	NY	Owner	0	0	0	0	1	2.29846	2.02552e-17	0
None	Not Available	Single-Family Attached	Propane	NY	Renter	0	0	0	0	1	0.632377	6.65474e-18	0
None	Not Available	Single-Family Attached	Propane	OH	Not Available	0	0	1	0	0	5.52447	4.97398e-17	0
None	Not Available	Single-Family Attached	Propane	OH	Owner	0	0	0	0	1	2.18329	1.87982e-17	0
None	Not Available	Single-Family Attached	Propane	OH	Renter	0	0	0	0	1	0.760088	7.38188e-18	0
None	Not Available	Single-Family Attached	Propane	OK	Not Available	0	0	1	0	0	2.5249	4.89327e-17	9.01504e-08
None	Not Available	Single-Family Attached	Propane	OK	Owner	0	0	0	0	1	3.18916	6.92669e-18	0
None	Not Available	Single-Family Attached	Propane	OK	Renter	0	0	0	0	1	5.96225	1.90387e-17	0
None	Not Available	Single-Family Attached	Propane	OR	Not Available	0	0	1	0	0	3.16309	5.26963e-17	5.3602e-08
None	Not Available	Single-Family Attached	Propane	OR	Owner	0	0	0	0	1	0.869575	1.31658e-17	0
None	Not Available	Single-Family Attached	Propane	OR	Renter	0	0	0	0	1	5.37894	1.31824e-17	0
None	Not Available	Single-Family Attached	Propane	PA	Not Available	0	0	1	0	0	5.5708	5.03022e-17	6.02088e-07
None	Not Available	Single-Family Attached	Propane	PA	Owner	0	0	0	0	1	2.42527	2.1056e-17	0
None	Not Available	Single-Family Attached	Propane	PA	Renter	0	0	0	0	1	0.643273	6.26865e-18	0
None	Not Available	Single-Family Attached	Propane	RI	Not Available	0	0	1	0	0	1.21814	4.86046e-17	9.67028e-09
None	Not Available	Single-Family Attached	Propane	RI	Owner	0	0	0	0	1	6.17419	1.10371e-17	0
None	Not Available	Single-Family Attached	Propane	RI	Renter	0	0	0	0	1	1.79704	1.33187e-17	0
None	Not Available	Single-Family Attached	Propane	SC	Not Available	0	0	1	0	0	1.59079	5.19835e-17	6.55585e-08
None	Not Available	Single-Family Attached	Propane	SC	Owner	0	0	0	0	1	0.739277	2.31991e-17	0
None	Not Available	Single-Family Attached	Propane	SC	Renter	0	0	0	0	1	2.82406	5.72842e-18	0
None	Not Available	Single-Family Attached	Propane	SD	Not Available	0	0	1	0	0	0.735903	4.97815e-17	7.87474e-09
None	Not Available	Single-Family Attached	Propane	SD	Owner	0	0	0	0	1	3.23249	1.79862e-17	0
None	Not Available	Single-Family Attached	Propane	SD	Renter	0	0	0	0	1	1.26458	7.92187e-18	0
None	Not Available	Single-Family Attached	Propane	TN	Not Available	0	0	1	0	0	8.26546	5.23131e-17	5.9077e-08
None	Not Available	Single-Family Attached	Propane	TN	Owner	0	0	0	0	1	1.9366	1.14872e-17	0
None	Not Available	Single-Family Attached	Propane	TN	Renter	0	0	0	0	1	2.19614	1.47725e-17	0
None	Not Available	Single-Family Attached	Propane	TX	Not Available	0	0	1	0	0	10.0579	5.51772e-17	3.27271e-07
None	Not Available	Single-Family Attached	Propane	TX	Owner	0	0	0	0	1	2.21702	1.11245e-17	0
None	Not Available	Single-Family Attached	Propane	TX	Renter	0	0	0	0	1	2.82126	1.67509e-17	0
None	Not Available	Single-Family Attached	Propane	UT	Not Available	0	0	1	0	0	5.41831	4.79965e-17	0
None	Not Available	Single-Family Attached	Propane	UT	Owner	0	0	0	0	1	2.82505	2.40317e-17	0
None	Not Available	Single-Family Attached	Propane	UT	Renter	0	0	0	0	1	2.83509	4.1036e-18	0
None	Not Available	Single-Family Attached	Propane	VA	Not Available	0	0	1	0	0	5.14048	4.35505e-17	0
None	Not Available	Single-Family Attached	Propane	VA	Owner	0	0	0	0	1	2.80173	2.27128e-17	0
None	Not Available	Single-Family Attached	Propane	VA	Renter	0	0	0	0	1	0.350311	3.36169e-18	0
None	Not Available	Single-Family Attached	Propane	VT	Not Available	0	0	1	0	0	2.40335	4.30168e-17	2.16394e-07
None	Not Available	Single-Family Attached	Propane	VT	Owner	0	0	0	0	1	1.83133	3.26225e-17	0
None	Not Available	Single-Family Attached	Propane	VT	Renter	0	0	0	0	1	0.601421	7.17589e-19	0
None	Not Available	Single-Family Attached	Propane	WA	Not Available	0	0	1	0	0	2.8818	4.93143e-17	1.28365e-07
None	Not Available	Single-Family Attached	Propane	WA	Owner	0	0	0	0	1	5.92791	6.57943e-18	0
None	Not Available	Single-Family Attached	Propane	WA	Renter	0	0	0	0	1	1.059	1.98682e-17	0
None	Not Available	Single-Family Attached	Propane	WI	Not Available	0	0	1	0	0	5.22211	5.52819e-17	9.8369e-08
None	Not Available	Single-Family Attached	Propane	WI	Owner	0	0	0	0	1	1.09313	1.10243e-17	0
None	Not Available	Single-Family Attached	Propane	WI	Renter	0	0	0	0	1	1.53536	1.69323e-17	0
None	Not Available	Single-Family Attached	Propane	WV	Not Available	0	0	1	0	0	0.624775	5.30289e-17	3.31664e-08
None	Not Available	Single-Family Attached	Propane	WV	Owner	0	0	0	0	1	5.8569	1.25294e-17	0
None	Not Available	Single-Family Attached	Propane	WV	Renter	0	0	0	0	1	2.82096	1.40057e-17	0
None	Not Available	Single-Family Attached	Propane	WY	Not Available	0	0	1	0	0	3.32114	5.34101e-17	9.87406e-09
None	Not Available	Single-Family Attached	Propane	WY	Owner	0	0	0	0	1	5.90774	1.09237e-17	0
None	Not Available	Single-Family Attached	Propane	WY	Renter	0	0	0	0	1	4.12346	1.6025e-17	0
None	Not Available	Single-Family Attached	Wood	AK	Not Available	0	0	1	0	0	5.22533	5.49835e-17	6.69795e-09
None	Not Available	Single-Family Attached	Wood	AK	Owner	0	0	0	0	1	1.14131	1.18449e-17	0
None	Not Available	Single-Family Attached	Wood	AK	Renter	0	0	0	0	1	1.48238	1.57883e-17	0
None	Not Available	Single-Family Attached	Wood	AL	Not Available	0	0	1	0	0	2.21618	5.00587e-17	4.84101e-09
None	Not Available	Single-Family Attached	Wood	AL	Owner	0	0	0	0	1	3.38499	8.40621e-18	0
None	Not Available	Single-Family Attached	Wood	AL	Renter	0	0	0	0	1	5.58879	1.74379e-17	0
None	Not Available	Single-Family Attached	Wood	AR	Not Available	0	0	1	0	0	2.9238	5.18155e-17	0
None	Not Available	Single-Family Attached	Wood	AR	Owner	0	0	0	0	1	2.91167	5.23402e-18	0
None	Not Available	Single-Family Attached	Wood	AR	Renter	0	0	0	0	1	7.0474	2.4113e-17	0
None	Not Available	Single-Family Attached	Wood	AZ	Not Available	0	0	1	0	0	8.99155	4.9185e-17	1.16627e-07
None	Not Available	Single-Family Attached	Wood	AZ	Owner	0	0	0	0	1	3.21117	1.59111e-17	0
None	Not Available	Single-Family Attached	Wood	AZ	Renter	0	0	0	0	1	1.44278	9.14658e-18	0
None	Not Available	Single-Family Attached	Wood	CA	Not Available	0	0	1	0	0	8.56751	5.11743e-17	2.81027e-07
None	Not Available	Single-Family Attached	Wood	CA	Owner	0	0	0	0	1	3.44435	1.97547e-17	0
None	Not Available	Single-Family Attached	Wood	CA	Renter	0	0	0	0	1	1.14509	7.33865e-18	0
None	Not Available	Single-Family Attached	Wood	CO	Not Available	0	0	1	0	0	8.46535	4.41098e-17	5.79153e-08
None	Not Available	Single-Family Attached	Wood	CO	Owner	0	0	0	0	1	4.50153	2.30698e-17	0
None	Not Available	Single-Family Attached	Wood	CO	Renter	0	0	0	0	1	2.34326	3.37977e-18	0
None	Not Available	Single-Family Attached	Wood	CT	Not Available	0	0	1	0	0	6.12279	4.60431e-17	9.6252e-09
None	Not Available	Single-Family Attached	Wood	CT	Owner	0	0	0	0	1	3.19977	2.33829e-17	0
None	Not Available	Single-Family Attached	Wood	CT	Renter	0	0	0	0	1	1.81812	3.80217e-18	0
None	Not Available	Single-Family Attached	Wood	DC	Not Available	0	0	1	0	0	5.47068	3.84176e-17	4.04246e-10
None	Not Available	Single-Family Attached	Wood	DC	Owner	0	0	0	0	1	2.54642	1.78256e-17	0
None	Not Available	Single-Family Attached	Wood	DC	Renter	0	0	0	0	1	0.552333	3.90522e-18	0
None	Not Available	Single-Family Attached	Wood	DE	Not Available	0	0	1	0	0	2.80845	3.77643e-17	8.23619e-09
None	Not Available	Single-Family Attached	Wood	DE	Owner	0	0	0	0	1	2.15964	2.82627e-17	0
None	Not Available	Single-Family Attached	Wood	DE	Renter	0	0	0	0	1	2.5889	6.87247e-19	0
None	Not Available	Single-Family Attached	Wood	FL	Not Available	0	0	1	0	0	6.50813	5.08038e-17	2.44752e-09
None	Not Available	Single-Family Attached	Wood	FL	Owner	0	0	0	0	1	3.15088	2.39646e-17	0
None	Not Available	Single-Family Attached	Wood	FL	Renter	0	0	0	0	1	0.60146	4.98323e-18	0
None	Not Available	Single-Family Attached	Wood	GA	Not Available	0	0	1	0	0	4.62351	5.20552e-17	2.18976e-08
None	Not Available	Single-Family Attached	Wood	GA	Owner	0	0	0	0	1	1.78442	1.88697e-17	0
None	Not Available	Single-Family Attached	Wood	GA	Renter	0	0	0	0	1	0.660446	8.24264e-18	0
None	Not Available	Single-Family Attached	Wood	HI	Not Available	0	0	1	0	0	5.58737	5.29204e-17	2.75492e-10
None	Not Available	Single-Family Attached	Wood	HI	Owner	0	0	0	0	1	1.43943	1.31848e-17	0
None	Not Available	Single-Family Attached	Wood	HI	Renter	0	0	0	0	1	1.3541	1.32754e-17	0
None	Not Available	Single-Family Attached	Wood	IA	Not Available	0	0	1	0	0	2.11705	4.86993e-17	4.91712e-09
None	Not Available	Single-Family Attached	Wood	IA	Owner	0	0	0	0	1	1.28383	2.79832e-17	0
None	Not Available	Single-Family Attached	Wood	IA	Renter	0	0	0	0	1	1.43433	2.85129e-18	0
None	Not Available	Single-Family Attached	Wood	ID	Not Available	0	0	1	0	0	2.82099	5.49563e-17	4.76745e-09
None	Not Available	Single-Family Attached	Wood	ID	Owner	0	0	0	0	1	6.60451	1.69609e-17	0
None	Not Available	Single-Family Attached	Wood	ID	Renter	0	0	0	0	1	3.04498	1.08563e-17	0
None	Not Available	Single-Family Attached	Wood	IL	Not Available	0	0	1	0	0	5.98995	4.25796e-17	1.68809e-09
None	Not Available	Single-Family Attached	Wood	IL	Owner	0	0	0	0	1	3.65367	2.55854e-17	0
None	Not Available	Single-Family Attached	Wood	IL	Renter	0	0	0	0	1	0.28701	2.15241e-18	0
None	Not Available	Single-Family Attached	Wood	IN	Not Available	0	0	1	0	0	6.15948	1743	3.48199e-08
None	Not Available	Single-Family Attached	Wood	IN	Owner	0	0	0	0	1	2.52807	678.383	0
None	Not Available	Single-Family Attached	Wood	IN	Renter	0	0	0	0	1	0.792593	246.598	0
None	Not Available	Single-Family Attached	Wood	KS	Not Available	0	0	1	0	0	0.972677	5.11993e-17	0
None	Not Available	Single-Family Attached	Wood	KS	Owner	0	0	0	0	1	2.15537	6.26767e-18	0
None	Not Available	Single-Family Attached	Wood	KS	Renter	0	0	0	0	1	2.36079	2.16396e-17	0
None	Not Available	Single-Family Attached	Wood	KY	Not Available	0	0	1	0	0	8.17802	5.39146e-17	1.08168e-08
None	Not Available	Single-Family Attached	Wood	KY	Owner	0	0	0	0	1	1.14291	6.75801e-18	0
None	Not Available	Single-Family Attached	Wood	KY	Renter	0	0	0	0	1	3.19739	2.24964e-17	0
None	Not Available	Single-Family Attached	Wood	LA	Not Available	0	0	1	0	0	2.85988	5.33761e-17	5.94258e-09
None	Not Available	Single-Family Attached	Wood	LA	Owner	0	0	0	0	1	4.02602	1.22588e-17	0
None	Not Available	Single-Family Attached	Wood	LA	Renter	0	0	0	0	1	4.93338	1.44753e-17	0
None	Not Available	Single-Family Attached	Wood	MA	Not Available	0	0	1	0	0	6.99097	1383.15	1.70943e-08
None	Not Available	Single-Family Attached	Wood	MA	Owner	0	0	0	0	1	4.96853	961.398	0
None	Not Available	Single-Family Attached	Wood	MA	Renter	0	0	0	0	1	0.590783	38.246	0
None	Not Available	Single-Family Attached	Wood	MD	Not Available	0	0	1	0	0	6.7234	4.74167e-17	1.79127e-08
None	Not Available	Single-Family Attached	Wood	MD	Owner	0	0	0	0	1	3.6805	2.52607e-17	0
None	Not Available	Single-Family Attached	Wood	MD	Renter	0	0	0	0	1	0.454015	3.45951e-18	0
None	Not Available	Single-Family Attached	Wood	ME	Not Available	0	0	1	0	0	1.91332	4.60951e-17	0
None	Not Available	Single-Family Attached	Wood	ME	Owner	0	0	0	0	1	1.15901	2.8585e-17	0
None	Not Available	Single-Family Attached	Wood	ME	Renter	0	0	0	0	1	0.969609	2.08178e-18	0
None	Not Available	Single-Family Attached	Wood	MI	Not Available	0	0	1	0	0	6.27395	2926.18	1.98829e-08
None	Not Available	Single-Family Attached	Wood	MI	Owner	0	0	0	0	1	1.95389	869.147	0
None	Not Available	Single-Family Attached	Wood	MI	Renter	0	0	0	0	1	1.22342	605.793	0
None	Not Available	Single-Family Attached	Wood	MN	Not Available	0	0	1	0	0	2.66626	4.85807e-17	0
None	Not Available	Single-Family Attached	Wood	MN	Owner	0	0	0	0	1	1.48123	2.66551e-17	0
None	Not Available	Single-Family Attached	Wood	MN	Renter	0	0	0	0	1	1.38258	3.26573e-18	0
None	Not Available	Single-Family Attached	Wood	MO	Not Available	0	0	1	0	0	1.68814	5.40685e-17	0
None	Not Available	Single-Family Attached	Wood	MO	Owner	0	0	0	0	1	0.561849	1.71524e-17	0
None	Not Available	Single-Family Attached	Wood	MO	Renter	0	0	0	0	1	1.87681	1.03142e-17	0
None	Not Available	Single-Family Attached	Wood	MS	Not Available	0	0	1	0	0	10.5271	4.90798e-17	2.66715e-09
None	Not Available	Single-Family Attached	Wood	MS	Owner	0	0	0	0	1	3.41217	2.37545e-17	0
None	Not Available	Single-Family Attached	Wood	MS	Renter	0	0	0	0	1	1.71091	4.54474e-18	0
None	Not Available	Single-Family Attached	Wood	MT	Not Available	0	0	1	0	0	2.59871	5.06325e-17	0
None	Not Available	Single-Family Attached	Wood	MT	Owner	0	0	0	0	1	5.4103	7.62848e-18	0
None	Not Available	Single-Family Attached	Wood	MT	Renter	0	0	0	0	1	4.91457	1.89545e-17	0
None	Not Available	Single-Family Attached	Wood	NC	Not Available	0	0	1	0	0	5.47573	5.19483e-17	5.15367e-08
None	Not Available	Single-Family Attached	Wood	NC	Owner	0	0	0	0	1	1.13869	9.39896e-18	0
None	Not Available	Single-Family Attached	Wood	NC	Renter	0	0	0	0	1	1.60825	1.7154e-17	0
None	Not Available	Single-Family Attached	Wood	ND	Not Available	0	0	1	0	0	4.03467	5.25782e-17	0
None	Not Available	Single-Family Attached	Wood	ND	Owner	0	0	0	0	1	1.55062	1.93118e-17	0
None	Not Available	Single-Family Attached	Wood	ND	Renter	0	0	0	0	1	0.581508	8.15995e-18	0
None	Not Available	Single-Family Attached	Wood	NE	Not Available	0	0	1	0	0	0.7612	4.94774e-17	0
None	Not Available	Single-Family Attached	Wood	NE	Owner	0	0	0	0	1	2.30619	7.24631e-18	0
None	Not Available	Single-Family Attached	Wood	NE	Renter	0	0	0	0	1	2.19282	1.8854e-17	0
None	Not Available	Single-Family Attached	Wood	NH	Not Available	0	0	1	0	0	3.116	4.34023e-17	0
None	Not Available	Single-Family Attached	Wood	NH	Owner	0	0	0	0	1	1.8509	2.61876e-17	0
None	Not Available	Single-Family Attached	Wood	NH	Renter	0	0	0	0	1	1.26842	2.16283e-18	0
None	Not Available	Single-Family Attached	Wood	NJ	Not Available	0	0	1	0	0	4.79302	4.80583e-17	3.22707e-09
None	Not Available	Single-Family Attached	Wood	NJ	Owner	0	0	0	0	1	2.28738	2.08731e-17	0
None	Not Available	Single-Family Attached	Wood	NJ	Renter	0	0	0	0	1	0.450828	5.58712e-18	0
None	Not Available	Single-Family Attached	Wood	NM	Not Available	0	0	1	0	0	3.62698	4.36633e-17	1.32223e-07
None	Not Available	Single-Family Attached	Wood	NM	Owner	0	0	0	0	1	1.94969	9.38462e-19	0
None	Not Available	Single-Family Attached	Wood	NM	Renter	0	0	0	0	1	2.57937	3.17992e-17	0
None	Not Available	Single-Family Attached	Wood	NV	Not Available	0	0	1	0	0	6.39029	5.27713e-17	0
None	Not Available	Single-Family Attached	Wood	NV	Owner	0	0	0	0	1	2.15585	1.8045e-17	0
None	Not Available	Single-Family Attached	Wood	NV	Renter	0	0	0	0	1	1.12263	9.09892e-18	0
None	Not Available	Single-Family Attached	Wood	NY	Not Available	0	0	1	0	0	5.35155	5.013e-17	2.26423e-07
None	Not Available	Single-Family Attached	Wood	NY	Owner	0	0	0	0	1	2.29846	2.02552e-17	0
None	Not Available	Single-Family Attached	Wood	NY	Renter	0	0	0	0	1	0.632377	6.65474e-18	0
None	Not Available	Single-Family Attached	Wood	OH	Not Available	0	0	1	0	0	5.52447	4.97398e-17	0
None	Not Available	Single-Family Attached	Wood	OH	Owner	0	0	0	0	1	2.18329	1.87982e-17	0
None	Not Available	Single-Family Attached	Wood	OH	Renter	0	0	0	0	1	0.760088	7.38188e-18	0
None	Not Available	Single-Family Attached	Wood	OK	Not Available	0	0	1	0	0	2.5249	4.89327e-17	7.88874e-09
None	Not Available	Single-Family Attached	Wood	OK	Owner	0	0	0	0	1	3.18916	6.92669e-18	0
None	Not Available	Single-Family Attached	Wood	OK	Renter	0	0	0	0	1	5.96225	1.90387e-17	0
None	Not Available	Single-Family Attached	Wood	OR	Not Available	0	0	1	0	0	3.16309	5.26963e-17	9.14738e-08
None	Not Available	Single-Family Attached	Wood	OR	Owner	0	0	0	0	1	0.869575	1.31658e-17	0
